GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|410101285|ref|NZ_JH976471.1|:c52894-52499|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEH7|UniRef50_C5CGI8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,396,1,0.0.0.0,2.525252525252525
gi|522837947|ref|NZ_KE159513.1|:819968-821158|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YB52|UniRef50_K5YB52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_uncultured Bacteroides sp.,1191,15,0.0.0.0,12.594458438287154
gi|522837954|ref|NZ_KE159520.1|:c880384-880004|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XDC4|UniRef50_C1F934,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium johnsoniae,381,6,0.0.0.0,15.748031496062993
gi|522837953|ref|NZ_KE159519.1|:c164159-163779|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVL2|UniRef50_F4KMA5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,381,13,0.0.0.0,34.120734908136484
gi|522837953|ref|NZ_KE159519.1|:c164159-163779|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVL2|UniRef50_F4KMA5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,381,8,0.0.0.0,20.99737532808399
gi|522837957|ref|NZ_KE159523.1|:253875-254621|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMN3|UniRef50_R5UGF8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,747,23,0.0.0.0,30.78982597054886
gi|410101287|ref|NZ_JH976473.1|:c175888-175769|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHK6|UniRef50_K5ZHK6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,120,1,0.0.0.0,8.333333333333334
gi|522837956|ref|NZ_KE159522.1|:181173-181325|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5LI34|UniRef50_Q5LI34,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,153,1,0.0.0.0,6.5359477124183005
gi|522837960|ref|NZ_KE159526.1|:57026-57142|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_F3ZPZ7|UniRef50_A9FGD2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,117,48,0.0.0.0,410.2564102564102
gi|522837947|ref|NZ_KE159513.1|:227471-227629|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YZA0|UniRef50_R6IX29,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,159,1,0.0.0.0,6.289308176100628
gi|522837954|ref|NZ_KE159520.1|:c514697-512790|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVP9|UniRef50_R5PEA7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1908,6,0.0.0.0,3.1446540880503147
gi|410101287|ref|NZ_JH976473.1|:343598-347038|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YLM7|UniRef50_R5FML9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,3441,16,0.0.0.0,4.649811101424005
gi|410101287|ref|NZ_JH976473.1|:343598-347038|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YLM7|UniRef50_R5FML9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga,3441,23,0.0.0.0,6.684103458297007
gi|410101287|ref|NZ_JH976473.1|:343598-347038|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YLM7|UniRef50_R5FML9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,3441,23,0.0.0.0,6.684103458297007
gi|410101287|ref|NZ_JH976473.1|:846510-847466|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_I9EC60|UniRef50_D6D399,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,957,2,0.0.0.0,2.089864158829676
gi|410101287|ref|NZ_JH976473.1|:846510-847466|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_I9EC60|UniRef50_D6D399,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,957,3,0.0.0.0,3.134796238244514
gi|410101287|ref|NZ_JH976473.1|:846510-847466|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_I9EC60|UniRef50_D6D399,root;k_Bacteria,957,1,0.0.0.0,1.044932079414838
gi|410101292|ref|NZ_JH976478.1|:c15243-14851|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTD5|UniRef50_R7JEE9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,393,10,0.0.0.0,25.44529262086514
gi|522837953|ref|NZ_KE159519.1|:1057091-1057828|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X5K9|UniRef50_E4TQQ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,738,183,0.0.0.0,247.96747967479675
gi|522837960|ref|NZ_KE159526.1|:58700-59692|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEG5|UniRef50_A6LEG5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,993,32,2.7.7.6,32.225579053373615
gi|522837955|ref|NZ_KE159521.1|:55086-59135|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BC79|UniRef50_N2BC79,root;k_Bacteria,4050,22,2.7.13.3,5.432098765432099
gi|522837947|ref|NZ_KE159513.1|:385514-386110|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DP22|UniRef50_F3ZUA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,597,40,0.0.0.0,67.00167504187606
gi|522837953|ref|NZ_KE159519.1|:c253758-253216|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y2E7|UniRef50_R7DDX8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Actinobacillus;s_Actinobacillus succinogenes,543,2,2.4.2.8,3.6832412523020257
gi|522837953|ref|NZ_KE159519.1|:c253758-253216|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y2E7|UniRef50_R7DDX8,root;k_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula;s_Methanoregula boonei,543,1,2.4.2.8,1.8416206261510129
gi|410101291|ref|NZ_JH976477.1|:92390-92935|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y1Y6|UniRef50_R5B372,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Tyzzerella;s_[Clostridium] piliforme,546,5,0.0.0.0,9.157509157509157
gi|522837947|ref|NZ_KE159513.1|:727556-727957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z509|UniRef50_R5DNU4,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus megaterium,402,38,0.0.0.0,94.52736318407959
gi|410101292|ref|NZ_JH976478.1|:38019-38747|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z6J2|UniRef50_K5Z6J2,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Candidatus Phytoplasma;s_Candidatus Phytoplasma australiense,729,1,0.0.0.0,1.3717421124828533
gi|410101285|ref|NZ_JH976471.1|:c535280-534552|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AUR8|UniRef50_A6LEU1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,729,1,0.0.0.0,1.3717421124828533
gi|522837954|ref|NZ_KE159520.1|:1131261-1131824|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6E4|UniRef50_A6LHB5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,564,12,0.0.0.0,21.276595744680854
gi|522837947|ref|NZ_KE159513.1|:1867445-1867987|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y5T6|UniRef50_R6BST1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,543,130,0.0.0.0,239.41068139963167
gi|410101286|ref|NZ_JH976472.1|:c945819-945235|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZU1|UniRef50_R7JTG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,585,80,0.0.0.0,136.75213675213675
gi|410101290|ref|NZ_JH976476.1|:c142920-142378|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ38|UniRef50_R7J4N0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,543,1,0.0.0.0,1.8416206261510129
gi|522837947|ref|NZ_KE159513.1|:798299-799027|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGN3|UniRef50_R5DPB4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,729,35,0.0.0.0,48.010973936899866
gi|410101285|ref|NZ_JH976471.1|:c107300-106359|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ABC5|UniRef50_K5Y5K8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Amycolatopsis;s_Amycolatopsis mediterranei,942,129,0.0.0.0,136.94267515923568
gi|410101290|ref|NZ_JH976476.1|:c387944-387351|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFP5|UniRef50_R6R371,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Fibrella;s_Fibrella aestuarina,594,1,0.0.0.0,1.6835016835016836
gi|522837954|ref|NZ_KE159520.1|:42224-43663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2D2|UniRef50_A6L4U5,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum brasilense,1440,195,1.1.1.58,135.41666666666669
gi|522837954|ref|NZ_KE159520.1|:42224-43663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2D2|UniRef50_A6L4U5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1440,1,1.1.1.58,0.6944444444444444
gi|410101285|ref|NZ_JH976471.1|:1696669-1697637|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AQ64|UniRef50_R5S0C0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,969,122,0.0.0.0,125.9029927760578
gi|410101285|ref|NZ_JH976471.1|:1696669-1697637|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AQ64|UniRef50_R5S0C0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,969,1,0.0.0.0,1.0319917440660475
gi|410101285|ref|NZ_JH976471.1|:1710189-1711115|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2C8|UniRef50_R6W358,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,927,1,0.0.0.0,1.0787486515641855
gi|410101285|ref|NZ_JH976471.1|:1710189-1711115|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2C8|UniRef50_R6W358,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfotomaculum;s_Desulfotomaculum acetoxidans,927,1,0.0.0.0,1.0787486515641855
gi|410101286|ref|NZ_JH976472.1|:524859-525623|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LBU4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,765,1,0.0.0.0,1.3071895424836601
gi|522837960|ref|NZ_KE159526.1|:48459-48869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI6|UniRef50_A6GZ94,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,411,28,0.0.0.0,68.1265206812652
gi|522837947|ref|NZ_KE159513.1|:103386-104732|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBN7|UniRef50_K6A4J7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Cellulophaga;s_Cellulophaga algicola,1347,104,3.6.4.12,77.20861172976986
gi|522837953|ref|NZ_KE159519.1|:c50990-50568|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y4C6|UniRef50_A6LI96,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium sp. StRB126,423,1,0.0.0.0,2.3640661938534278
gi|410101286|ref|NZ_JH976472.1|:978434-979129|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMN8|UniRef50_R7ELE2,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,696,4,5.3.1.6,5.74712643678161
gi|522837957|ref|NZ_KE159523.1|:286283-287029|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A082|UniRef50_R5M069,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,747,1,0.0.0.0,1.3386880856760375
gi|410101285|ref|NZ_JH976471.1|:1009164-1009859|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9H741|UniRef50_A6L2C9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,696,2,0.0.0.0,2.873563218390805
gi|522837953|ref|NZ_KE159519.1|:c427927-427184|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZW8|UniRef50_R6XB61,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,744,53,0.0.0.0,71.23655913978494
gi|522837947|ref|NZ_KE159513.1|:2156519-2157271|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AL59|UniRef50_C5BEL3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,753,52,5.4.2.11,69.05710491367861
gi|522837953|ref|NZ_KE159519.1|:c432256-431504|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1L3|UniRef50_R7E945,root;k_Bacteria,753,2,0.0.0.0,2.6560424966799467
gi|522837958|ref|NZ_KE159524.1|:c185878-185198|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DKJ1|UniRef50_R5BTK3,root;k_Bacteria,681,85,0.0.0.0,124.81644640234947
gi|522837947|ref|NZ_KE159513.1|:c1833302-1832622|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5D9R1|UniRef50_R4PL29,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,681,1,0.0.0.0,1.4684287812041115
gi|522837947|ref|NZ_KE159513.1|:c1833302-1832622|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5D9R1|UniRef50_R4PL29,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,681,2,0.0.0.0,2.936857562408223
gi|410101285|ref|NZ_JH976471.1|:1569751-1570425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU83|UniRef50_L7UR21,root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Selenomonas;s_Selenomonas ruminantium,675,1,0.0.0.0,1.4814814814814814
gi|410101288|ref|NZ_JH976474.1|:397822-398508|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKC9|UniRef50_G8UNS4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,687,1,0.0.0.0,1.455604075691412
gi|410101286|ref|NZ_JH976472.1|:11650-12396|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WSD2|UniRef50_Q5HGK2,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niastella;s_Niastella koreensis,747,13,1.1.1.100,17.402945113788487
gi|522837947|ref|NZ_KE159513.1|:1397315-1397998|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XCJ4|UniRef50_E6SUV1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium;s_Methylobacterium populi,684,33,0.0.0.0,48.24561403508771
gi|522837953|ref|NZ_KE159519.1|:c836019-835336|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AHK8|UniRef50_A6LIF3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,684,1,0.0.0.0,1.461988304093567
gi|522837953|ref|NZ_KE159519.1|:c1616143-1615427|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L2C7|UniRef50_A6L2C7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,717,120,0.0.0.0,167.36401673640168
gi|522837954|ref|NZ_KE159520.1|:1417757-1418488|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B061|UniRef50_C7NCD1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Haematospirillum;s_Haematospirillum jordaniae,732,45,1.97.1.4,61.47540983606557
gi|522837953|ref|NZ_KE159519.1|:c654651-653935|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L2C7|UniRef50_A6L2C7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,717,13,0.0.0.0,18.13110181311018
gi|522837954|ref|NZ_KE159520.1|:c1179184-1178453|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DPL5|UniRef50_Q9AE24,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,732,122,0.0.0.0,166.66666666666666
gi|522837947|ref|NZ_KE159513.1|:487547-488281|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YF26|UniRef50_Q3B3Y9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga sp. oral taxon 323,735,1,0.0.0.0,1.3605442176870748
gi|522837947|ref|NZ_KE159513.1|:487547-488281|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YF26|UniRef50_Q3B3Y9,root,735,1,0.0.0.0,1.3605442176870748
gi|522837953|ref|NZ_KE159519.1|:c653536-652799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9H741|UniRef50_A6L2C9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,738,68,0.0.0.0,92.14092140921409
gi|522837953|ref|NZ_KE159519.1|:c653536-652799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9H741|UniRef50_A6L2C9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,738,1,0.0.0.0,1.3550135501355014
gi|522837953|ref|NZ_KE159519.1|:1231219-1231932|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU91|UniRef50_Q8A7R7,root;k_Bacteria;p_Chloroflexi;c_Dehalococcoidia;o_Dehalococcoidales;f_Dehalococcoidaceae;g_Dehalococcoides,714,1,0.0.0.0,1.400560224089636
gi|522837953|ref|NZ_KE159519.1|:c1642800-1642090|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B599|UniRef50_K6A3D5,root;k_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Meiothermus;s_Meiothermus silvanus,711,1,0.0.0.0,1.4064697609001406
gi|522837954|ref|NZ_KE159520.1|:c1257857-1257129|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A7Q0|UniRef50_R5LVL8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,729,42,0.0.0.0,57.61316872427984
gi|522837953|ref|NZ_KE159519.1|:c131168-130440|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVI7|UniRef50_R6WTC2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,729,1,3.1.3.71,1.3717421124828533
gi|522837947|ref|NZ_KE159513.1|:c1856153-1855434|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ85|UniRef50_E1YV25,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Nocardiaceae;g_Rhodococcus;s_Rhodococcus sp. PBTS 2,720,23,0.0.0.0,31.944444444444446
gi|522837957|ref|NZ_KE159523.1|:c291953-291255|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VBG2|UniRef50_F4CB41,root;k_Bacteria,699,2,0.0.0.0,2.861230329041488
gi|522837954|ref|NZ_KE159520.1|:c1082485-1081787|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AE31|UniRef50_E4T0Z9,root;k_Viruses;p_;c_;o_;f_Baculoviridae;g_Alphabaculovirus;s_Autographa californica multiple nucleopolyhedrovirus,699,109,0.0.0.0,155.9370529327611
gi|522837957|ref|NZ_KE159523.1|:190921-191619|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMW7|UniRef50_R6WRW1,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,699,2,0.0.0.0,2.861230329041488
gi|522837954|ref|NZ_KE159520.1|:c1217171-1216431|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DRH6|UniRef50_R5F927,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Brevibacillus;s_Brevibacillus brevis,741,9,0.0.0.0,12.145748987854251
gi|522837947|ref|NZ_KE159513.1|:648815-649516|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9M4|UniRef50_F9Z6X6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,702,2,3.1.1.31,2.8490028490028494
gi|522837947|ref|NZ_KE159513.1|:178083-178823|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAZ8|UniRef50_Q7MVA6,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia sp. YI23,741,34,0.0.0.0,45.883940620782724
gi|522837947|ref|NZ_KE159513.1|:178083-178823|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAZ8|UniRef50_Q7MVA6,root;k_Archaea;p_Euryarchaeota;c_Halobacteria;o_Haloferacales;f_Halorubraceae;g_Halorubrum;s_Halorubrum lacusprofundi,741,1,0.0.0.0,1.349527665317139
gi|522837953|ref|NZ_KE159519.1|:192528-193268|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7S5|UniRef50_F0R3W9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,741,18,0.0.0.0,24.291497975708502
