taxa_id,name,reads,genes
superkingdom,Fusobacterium ulcerans,1,1
superkingdom,Leptotrichia sp. oral taxon 215,1,1
superkingdom,Ignavibacteria bacterium GWA2_54_16,1,1
superkingdom,Psychrilyobacter atlanticus,3,1
superkingdom,Gemmatimonadetes bacterium GWC2_71_10,1,1
superkingdom,Gemmatimonadetes bacterium RBG_16_66_8,3,1
superkingdom,Lentisphaerae bacterium GWF2_44_16,5,1
superkingdom,Gemmatimonas sp. SG8_28,1,1
superkingdom,Ignavibacteria bacterium GWB2_35_6b,1,1
superkingdom,Gemmatimonas sp. SG8_23,3,1
superkingdom,Ignavibacteria,6,1
superkingdom,Leptotrichia,3,1
superkingdom,Nitrospirae bacterium GWD2_57_8,2,1
superkingdom,Gemmatimonas sp. SG8_38_2,2,1
superkingdom,Lentisphaerae bacterium GWF2_38_69,2,1
superkingdom,Ignavibacteria bacterium CG2_30_36_16,1,1
superkingdom,Ignavibacteria bacterium RBG_16_34_14,3,1
superkingdom,Lentisphaerae bacterium GWF2_49_21,3,1
superkingdom,Lentisphaerae bacterium GWF2_57_35,3,1
superkingdom,Nitrospira bacterium SG8_3,2,1
superkingdom,Gemmatimonas sp. SM23_52,3,1
superkingdom,Nitrospirae bacterium CG2_30_70_394,1,1
superkingdom,Ignavibacterium album,4,1
superkingdom,Lentisphaerae bacterium GWF2_45_14,2,1
superkingdom,Nitrospirae bacterium GWC2_56_14,1,1
superkingdom,Lentisphaerae bacterium RIFOXYA12_FULL_48_11,3,1
superkingdom,Nitrospina gracilis,3,1
superkingdom,Nitrospira bacterium SG8_35_4,1,1
superkingdom,Nitrospinae,1,1
superkingdom,Nitrospirae bacterium RBG_13_39_12,1,1
superkingdom,Lentisphaera araneosa,5,1
superkingdom,Lentisphaerae,9,1
superkingdom,Candidatus Nitrospira nitrosa,3,1
superkingdom,Nitrospira moscoviensis,1,1
superkingdom,Candidatus Nitrospira inopinata,1,1
superkingdom,Thermodesulfovibrio yellowstonii,1,1
superkingdom,Nitrospina sp. SCGC_AAA799_C22,1,1
superkingdom,Leptospirillum ferriphilum,1,1
superkingdom,Planctomycetes bacterium GWA2_39_15,1,1
superkingdom,Nitrospirae,10,1
superkingdom,Leptospirillum ferrooxidans,1,1
superkingdom,Leptospirillum,1,1
superkingdom,Thermodesulfovibrio thiophilus,1,1
superkingdom,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,1,1
superkingdom,Nitrospira,3,1
superkingdom,Planctomycetes bacterium DG_58,1,1
superkingdom,Candidatus Nitrospira nitrificans,1,1
superkingdom,Planctomycetes bacterium SCN 63-9,5,1
superkingdom,Planctomycetes bacterium RBG_13_50_24,1,1
superkingdom,Phycisphaerae bacterium SM23_33,1,1
superkingdom,Planctomycetes bacterium GWF2_41_51,3,1
superkingdom,Planctomycetes bacterium RBG_13_63_9,1,1
superkingdom,Planctomycetes,6,1
superkingdom,Isosphaera pallida,2,1
superkingdom,Gemmata,1,1
superkingdom,Candidatus Jettenia caeni,7,1
superkingdom,Phycisphaerae bacterium SG8_4,1,1
superkingdom,Planctomycetaceae,2,1
superkingdom,Gimesia maris,2,1
superkingdom,Blastopirellula marina,9,1
superkingdom,Singulisphaera acidiphila,14,1
superkingdom,Rhodopirellula maiorica,2,1
superkingdom,Candidatus Kuenenia stuttgartiensis,1,1
superkingdom,Candidatus Brocadiaceae,1,1
superkingdom,Candidatus Scalindua rubra,2,1
superkingdom,Gemmata obscuriglobus,5,1
superkingdom,Planctomicrobium piriforme,6,1
superkingdom,Zavarzinella formosa,1,1
superkingdom,Planctomyces sp. SH-PL14,4,1
superkingdom,Alphaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_46_13,11,1
superkingdom,Planctomyces sp. SCGC AG-212-M04,2,1
superkingdom,uncultured Alphaproteobacteria bacterium,1,1
superkingdom,alpha proteobacterium AAP38,1,1
superkingdom,Rubripirellula obstinata,1,1
superkingdom,Schlesneria paludicola,2,1
superkingdom,Planctopirus,4,1
superkingdom,alpha proteobacterium U9-1i,3,1
superkingdom,Alphaproteobacteria bacterium CG1_02_46_17,1,1
superkingdom,Acidithiobacillus ferrivorans,2,1
superkingdom,Pirellula sp. SH-Sr6A,2,1
superkingdom,Rubinisphaera brasiliensis,67,1
superkingdom,Alphaproteobacteria,2322,1
superkingdom,Acidithiobacillales,1,1
superkingdom,alpha proteobacterium AAP81b,1,1
superkingdom,Polymorphum gilvum,1,1
superkingdom,Rhodopirellula sp. SWK7,2,1
superkingdom,Roseimaritima ulvae,16,1
superkingdom,alpha proteobacterium Mf 1.05b.01,1,1
superkingdom,Proteobacteria,3582,1
superkingdom,Pirellula staleyi,5,1
superkingdom,uncultured alpha proteobacterium HF0130_06E21,1,1
superkingdom,Caulobacteraceae bacterium PMMR1,7,1
superkingdom,Rhodopirellula sallentina,2,1
superkingdom,Acidithiobacillales bacterium SG8_45,1,1
superkingdom,Rhodopirellula,3,1
superkingdom,Asticcacaulis taihuensis,1,1
superkingdom,Thermopetrobacter sp. TC1,8,1
superkingdom,Caulobacteraceae,9,1
superkingdom,Acidithiobacillus,16,1
superkingdom,Caulobacterales,1,1
superkingdom,Asticcacaulis sp. YBE204,2,1
superkingdom,Asticcacaulis benevestitus,3,1
superkingdom,Brevundimonas sp. GW460-12-10-14-LB2,1,1
superkingdom,Brevundimonas sp. Leaf363,1,1
superkingdom,Brevundimonas diminuta,23,1
superkingdom,Brevundimonas sp. DS20,5,1
superkingdom,Brevundimonas naejangsanensis,5,1
superkingdom,Caulobacter sp. AP07,2,1
superkingdom,Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_70_10,1,1
superkingdom,Asticcacaulis sp. AC460,1,1
superkingdom,Asticcacaulis excentricus,2,1
superkingdom,Caulobacter segnis,3,1
superkingdom,Brevundimonas sp. BAL3,30,1
superkingdom,Phenylobacterium sp. SCN 70-31,1,1
superkingdom,Candidatus Odyssella thessalonicensis,1,1
superkingdom,Phenylobacterium zucineum,4,1
superkingdom,Brevundimonas abyssalis,2,1
superkingdom,Caedimonas varicaedens,1,1
superkingdom,Brevundimonas subvibrioides,1,1
superkingdom,Candidatus Paracaedimonas acanthamoebae,4,1
superkingdom,Phenylobacterium,6,1
superkingdom,Caulobacter vibrioides,9,1
superkingdom,Candidatus Paracaedibacter symbiosus,3,1
superkingdom,Brevundimonas,9,1
superkingdom,Kiloniella laminariae,1,1
superkingdom,Caulobacter sp. K31,1,1
superkingdom,Candidatus Paracaedibacter,1,1
superkingdom,Holospora,3,1
superkingdom,Kiloniella,3,1
superkingdom,Caulobacter,1,1
superkingdom,Kordiimonas gwangyangensis,2,1
superkingdom,Kordiimonas,13,1
superkingdom,Pelagibacteraceae bacterium GOM-A3,1,1
superkingdom,Candidatus Paracaedibacter acanthamoebae,2,1
superkingdom,Candidatus Pelagibacter sp. HTCC7211,3,1
superkingdom,Candidatus Hodgkinia cicadicola,10,1
superkingdom,Candidatus Pelagibacter ubique,1,1
superkingdom,Candidatus Pelagibacter sp. IMCC9063,1,1
superkingdom,Magnetococcus marinus,7,1
superkingdom,Parvularcula oceani,2,1
superkingdom,alpha proteobacterium HIMB5,1,1
superkingdom,Pelagibacteraceae,1,1
superkingdom,Methyloceanibacter,2,1
superkingdom,alpha proteobacterium HIMB114,3,1
superkingdom,Aurantimonadaceae,9,1
superkingdom,Aureimonas altamirensis,3,1
superkingdom,Methyloceanibacter marginalis,6,1
superkingdom,Aurantimonas coralicida,1,1
superkingdom,Bauldia litoralis,3,1
superkingdom,Aureimonas frigidaquae,1,1
superkingdom,Aureimonas phyllosphaerae,3,1
superkingdom,Rhizobiales bacterium NRL2,3,1
superkingdom,alpha proteobacterium HIMB59,1,1
superkingdom,Martelella mediterranea,3,1
superkingdom,Aurantimonas manganoxydans,9,1
superkingdom,Aureimonas sp. AU22,1,1
superkingdom,Aureimonas sp. AU4,2,1
superkingdom,Rhizobiales,143,1
superkingdom,Aureimonas,22,1
superkingdom,Aureimonas sp. AU12,2,1
superkingdom,Bartonella doshiae,1,1
superkingdom,Aureimonas sp. N4,2,1
superkingdom,Bartonella bovis,423,1
superkingdom,Fulvimarina pelagi,1,1
superkingdom,Aureimonas sp. AU40,7,1
superkingdom,Beijerinckia sp. 28-YEA-48,1,1
superkingdom,Aureimonas sp. Leaf427,1,1
superkingdom,Aureimonas ureilytica,516,1
superkingdom,Bartonella tamiae,4,1
superkingdom,Bartonella rattimassiliensis,2,1
superkingdom,Afipia sp. P52-10,7,1
superkingdom,Afipia clevelandensis,2,1
superkingdom,Afipia sp. 1NLS2,1,1
superkingdom,Methylocapsa acidiphila,5,1
superkingdom,Methyloferula stellata,21,1
superkingdom,Bosea vaviloviae,1,1
superkingdom,Bartonella,1,1
superkingdom,Afipia,2,1
superkingdom,Bosea sp. 117,6,1
superkingdom,Afipia broomeae,5,1
superkingdom,Bosea sp. Root483D1,1,1
superkingdom,Afipia felis,2,1
superkingdom,Bradyrhizobiaceae bacterium SG-6C,1,1
superkingdom,Bradyrhizobium manausense,1,1
superkingdom,Beijerinckiaceae,12,1
superkingdom,Bosea thiooxidans,1,1
superkingdom,Bradyrhizobium shewense,1,1
superkingdom,Bradyrhizobium lupini,1,1
superkingdom,Bradyrhizobium diazoefficiens,4,1
superkingdom,Bradyrhizobium,24,1
superkingdom,Bradyrhizobium canariense,2,1
superkingdom,Bradyrhizobium sp. LTSPM299,1,1
superkingdom,Bradyrhizobium oligotrophicum,26,1
superkingdom,Bradyrhizobium sp. DFCI-1,1,1
superkingdom,Bosea lupini,1,1
superkingdom,Bradyrhizobium elkanii,3,1
superkingdom,Bradyrhizobium sp. Cp5.3,1,1
superkingdom,Bradyrhizobium sp. Tv2a-2,2,1
superkingdom,Bradyrhizobium sp. CCH4-A6,1,1
superkingdom,Bradyrhizobiaceae,9,1
superkingdom,Bradyrhizobium sp. WSM2793,4,1
superkingdom,Bradyrhizobium sp. ORS 375,1,1
superkingdom,Bradyrhizobium sp. S23321,4,1
superkingdom,Bradyrhizobium sp. WSM4349,1,1
superkingdom,Bradyrhizobium sp. ORS 278,2,1
superkingdom,Bradyrhizobium sp. STM 3809,4,1
superkingdom,Bosea,2,1
superkingdom,Bradyrhizobium sp. YR681,4,1
superkingdom,Bradyrhizobium sp. WSM1253,3,1
superkingdom,Rhodopseudomonas palustris,10,1
superkingdom,Nitrobacter hamburgensis,2,1
superkingdom,Bradyrhizobium japonicum,11,1
superkingdom,Bradyrhizobium sp. URHD0069,4,1
superkingdom,Bradyrhizobium sp. WSM471,2,1
superkingdom,Bradyrhizobium sp. ORS 285,2,1
superkingdom,Brucella ovis,2,1
superkingdom,Oligotropha carboxidovorans,1,1
superkingdom,Brucellaceae,3,1
superkingdom,Brucella ceti,62,1
superkingdom,Brucella sp. 141012304,1,1
superkingdom,Brucella inopinata,1,1
superkingdom,Brucella sp. 83/13,42,1
superkingdom,Rhodopseudomonas pseudopalustris,3,1
superkingdom,Brucella sp. F5/99,15,1
superkingdom,Brucella sp. NVSL 07-0026,1,1
superkingdom,Brucella abortus,1053,1
superkingdom,Brucella sp. NF 2653,1,1
superkingdom,Brucella sp. BO2,1,1
superkingdom,Brucella sp. F96/2,17,1
superkingdom,Brucella sp. F5/06,2,1
superkingdom,Brucella sp. 56/94,15,1
superkingdom,Brucella pinnipedialis,76,1
superkingdom,Brucella melitensis,2,1
superkingdom,Ochrobactrum sp. EGD-AQ16,8,1
superkingdom,Rhodopseudomonas,1,1
superkingdom,Brucella sp. UK40/99,1,1
superkingdom,Brucella,5,1
superkingdom,Ochrobactrum anthropi,32,1
superkingdom,Ochrobactrum cytisi,2,1
superkingdom,Brucella suis,529,1
superkingdom,Ochrobactrum pseudogrignonense,6,1
superkingdom,Ochrobactrum rhizosphaerae,21,1
superkingdom,Hyphomicrobiaceae,2,1
superkingdom,Ochrobactrum,51,1
superkingdom,Devosia geojensis,1,1
superkingdom,Devosia elaeis,1,1
superkingdom,Devosia psychrophila,1,1
superkingdom,Ochrobactrum intermedium,15,1
superkingdom,Ochrobactrum sp. CDB2,262,1
superkingdom,Pseudochrobactrum sp. AO18b,9,1
superkingdom,Cohaesibacter marisflavi,1,1
superkingdom,Chelatococcus sp. GW1,5,1
superkingdom,Devosia sp. DBB001,1,1
superkingdom,Devosia chinhatensis,1,1
superkingdom,Filomicrobium,3,1
superkingdom,Devosia sp. Leaf420,1,1
superkingdom,Devosia sp. Leaf64,1,1
superkingdom,Devosia sp. Root685,2,1
superkingdom,Devosia limi,1,1
superkingdom,Hyphomicrobium zavarzinii,2,1
superkingdom,Devosia,12,1
superkingdom,Cucumibacter marinus,2,1
superkingdom,Pelagibacterium,2,1
superkingdom,Rhodoplanes sp. Z2-YC6860,4,1
superkingdom,Hyphomicrobium facile,1,1
superkingdom,Pelagibacterium sp. SCN 63-23,3,1
superkingdom,Hyphomicrobium sulfonivorans,1,1
superkingdom,Hyphomicrobium nitrativorans,1,1
superkingdom,Methylobacterium aquaticum,3,1
superkingdom,Pelagibacterium luteolum,1,1
superkingdom,Hyphomicrobium denitrificans,1,1
superkingdom,Pelagibacterium sp. SCN 64-44,2,1
superkingdom,Methylobacterium mesophilicum,42,1
superkingdom,Methylobacterium platani,1,1
superkingdom,Methylobacterium radiotolerans,47,1
superkingdom,Hyphomicrobium,2,1
superkingdom,Methylobacterium nodulans,15,1
superkingdom,Methylobacterium sp. GXF4,87,1
superkingdom,Methylobacterium extorquens,203,1
superkingdom,Methylobacterium sp. 4-46,15,1
superkingdom,Methylobacterium sp. 174MFSha1.1,1,1
superkingdom,Methylobacterium salsuginis,1,1
superkingdom,Methylobacterium sp. Leaf86,1,1
superkingdom,Prosthecomicrobium hirschii,2,1
superkingdom,Methylobacterium sp. AMS5,2,1
superkingdom,Methylobacterium populi,34,1
superkingdom,Methylobacterium,43,1
superkingdom,Methylobacterium sp. CCH5-D2,5,1
superkingdom,Methylobacterium sp. GXS13,1,1
superkingdom,Methylobacterium gossipiicola,22,1
superkingdom,Methylobacterium sp. 77,28,1
superkingdom,Methylobacterium sp. 285MFTsu5.1,76,1
superkingdom,Methylobacterium sp. 88A,50,1
superkingdom,Methylobacterium sp. Leaf125,1,1
superkingdom,Methylobacterium sp. Leaf456,1,1
superkingdom,Methylobacterium sp. Leaf465,1,1
superkingdom,Methylobacterium sp. Leaf123,1,1
superkingdom,Methylobacterium sp. Leaf117,1,1
superkingdom,Methylobacterium sp. Leaf469,2,1
superkingdom,Methylobacterium sp. ap11,2,1
superkingdom,Methylobacterium sp. Leaf99,1,1
superkingdom,Microvirga lotononidis,4,1
superkingdom,Methylobacterium sp. UNC378MF,1,1
superkingdom,Methylobacterium sp. Leaf104,2,1
superkingdom,Methylobacterium sp. WSM2598,7,1
superkingdom,Methylobacterium sp. MB200,29,1
superkingdom,Microvirga,1,1
superkingdom,Microvirga guangxiensis,5,1
superkingdom,Microvirga massiliensis,22,1
superkingdom,Microvirga lupini,2,1
superkingdom,Methylocystis sp. ATCC 49242,1,1
superkingdom,Pleomorphomonas,1,1
superkingdom,Methylocystis sp. SC2,2,1
superkingdom,Microvirga vignae,1,1
superkingdom,Chelativorans sp. BNC1,1,1
superkingdom,Methylocystis rosea,1,1
superkingdom,Methylocystis parvus,1,1
superkingdom,Methylocystaceae,1,1
superkingdom,Aquamicrobium aerolatum,6,1
superkingdom,Methylosinus,1,1
superkingdom,Phyllobacteriaceae,1,1
superkingdom,Aminobacter sp. Root100,1,1
superkingdom,Hoeflea sp. 108,9,1
superkingdom,Hoeflea sp. BRH_c9,1,1
superkingdom,Aliihoeflea sp. 2WW,1,1
superkingdom,Mesorhizobium alhagi,4,1
superkingdom,Hoeflea phototrophica,3,1
superkingdom,Terasakiella pusilla,1,1
superkingdom,Mesorhizobium australicum,1,1
superkingdom,Mesorhizobium,8,1
superkingdom,Mesorhizobium sp. LNHC232B00,1,1
superkingdom,Mesorhizobium amorphae,2,1
superkingdom,Mesorhizobium huakuii,1,1
superkingdom,Mesorhizobium sp. F7,4,1
superkingdom,Mesorhizobium japonicum,2,1
superkingdom,Mesorhizobium sp. LNHC221B00,1,1
superkingdom,Mesorhizobium opportunistum,2,1
superkingdom,Mesorhizobium sp. 1M-11,1,1
superkingdom,Mesorhizobium sp. L103C131B0,1,1
superkingdom,Mesorhizobium metallidurans,4,1
superkingdom,Mesorhizobium sp. L48C026A00,2,1
superkingdom,Mesorhizobium plurifarium,2,1
superkingdom,Mesorhizobium sp. LNJC405B00,1,1
superkingdom,Mesorhizobium sp. LSJC268A00,2,1
superkingdom,Mesorhizobium sp. WSM3873,1,1
superkingdom,Mesorhizobium sp. Root157,1,1
superkingdom,Mesorhizobium sp. LCM 4576,1,1
superkingdom,Mesorhizobium sp. LSHC414A00,1,1
superkingdom,Mesorhizobium sp. LNHC252B00,1,1
superkingdom,Mesorhizobium loti,2,1
superkingdom,Mesorhizobium sp. LNJC384A00,1,1
superkingdom,Mesorhizobium sp. LSHC420B00,1,1
superkingdom,Mesorhizobium sp. LSJC255A00,1,1
superkingdom,Mesorhizobium sp. YR577,1,1
superkingdom,Mesorhizobium sp. LSJC280B00,1,1
superkingdom,Phyllobacterium sp. YR531,3,1
superkingdom,Mesorhizobium sp. Root102,1,1
superkingdom,Mesorhizobium sp. STM 4661,1,1
superkingdom,Pseudaminobacter salicylatoxidans,2,1
superkingdom,Nitratireductor pacificus,3,1
superkingdom,Mesorhizobium sp. WSM3626,1,1
superkingdom,Agrobacterium fabrum,65,1
superkingdom,Phyllobacterium sp. OV277,8,1
superkingdom,Agrobacterium albertimagni,13,1
superkingdom,Nitratireductor indicus,3,1
superkingdom,Agrobacterium sp. ATCC 31749,53,1
superkingdom,Agrobacterium arsenijevicii,1,1
superkingdom,Agrobacterium,10,1
superkingdom,Agrobacterium sp. 33MFTa1.1,1,1
superkingdom,Agrobacterium rubi,5,1
superkingdom,Agrobacterium larrymoorei,9,1
superkingdom,Agrobacterium sp. 10MFCol1.1,113,1
superkingdom,Ensifer sp. BR816,8,1
superkingdom,Phyllobacterium,2,1
superkingdom,Agrobacterium sp. RAC06,7,1
superkingdom,Agrobacterium sp. 224MFTsu3.1,51,1
superkingdom,Kaistia granuli,1,1
superkingdom,Rhizobiaceae,191,1
superkingdom,Agrobacterium sp. H13-3,61,1
superkingdom,Agrobacterium sp. SL26,1,1
superkingdom,Agrobacterium tumefaciens,253,1
superkingdom,Kaistia,1,1
superkingdom,Rhizobium etli,15,1
superkingdom,Agrobacterium vitis,13,1
superkingdom,Ensifer sp. USDA 6670,1,1
superkingdom,Candidatus Liberibacter americanus,3,1
superkingdom,Rhizobium freirei,14,1
superkingdom,uncultured Candidatus Liberibacter sp.,1,1
superkingdom,Ensifer,1,1
superkingdom,Liberibacter crescens,1,1
superkingdom,Liberibacter,1,1
superkingdom,Neorhizobium galegae,3,1
superkingdom,Pseudorhizobium pelagicum,1,1
superkingdom,Rhizobium phaseoli,2,1
superkingdom,Rhizobium giardinii,14,1
superkingdom,Rhizobium leucaenae,1,1
superkingdom,Rhizobium marinum,1,1
superkingdom,Rhizobium mesoamericanum,6,1
superkingdom,Rhizobium grahamii,9,1
superkingdom,Rhizobium nepotum,1,1
superkingdom,Rhizobium mongolense,12,1
superkingdom,Rhizobium gallicum,6,1
superkingdom,Rhizobium oryzae,3,1
superkingdom,Rhizobium leguminosarum,57,1
superkingdom,Rhizobium selenitireducens,3,1
superkingdom,Rhizobium sp. 2MFCol3.1,21,1
superkingdom,Rhizobium sp. AAP43,88,1
superkingdom,Rhizobium sp. 9140,4,1
superkingdom,Rhizobium,498,1
superkingdom,Rhizobium sp. 42MFCr.1,6,1
superkingdom,Rhizobium sp. CF080,1,1
superkingdom,Rhizobium sp. AP16,7,1
superkingdom,Rhizobium sp. CCGE 510,7,1
superkingdom,Rhizobium sp. CF097,1,1
superkingdom,Rhizobium sp. CF142,10,1
superkingdom,Rhizobium sp. Leaf155,50,1
superkingdom,Rhizobium sp. Leaf321,1,1
superkingdom,Rhizobium sp. CF122,6,1
superkingdom,Rhizobium sp. Leaf262,6,1
superkingdom,Rhizobium sp. Leaf311,57,1
superkingdom,Rhizobium sp. GHKF11,1,1
superkingdom,Rhizobium sp. NT-26,2,1
superkingdom,Rhizobium sp. Leaf306,1,1
superkingdom,Rhizobium sp. NFR03,4,1
superkingdom,Rhizobium sp. Leaf371,1,1
superkingdom,Rhizobium sp. Root482,2,1
superkingdom,Rhizobium sp. PDO1-076,21,1
superkingdom,Rhizobium sp. NFR07,3,1
superkingdom,Rhizobium sp. Root564,52,1
superkingdom,Rhizobium sp. WYCCWR10014,1,1
superkingdom,Rhizobium sp. Root149,4,1
superkingdom,Rhizobium sp. Root651,1,1
superkingdom,Rhizobium sp. Root1220,1,1
superkingdom,Rhizobium sp. Root1203,1,1
superkingdom,Rhizobium tropici,9,1
superkingdom,Rhizobium sp. YS-1r,1,1
superkingdom,Rhizobium sp. Root708,2,1
superkingdom,Rhizobium sp. UR51a,1,1
superkingdom,Rhizobium sp. S41,1,1
superkingdom,Sinorhizobium arboris,1,1
superkingdom,Shinella sp. DD12,1,1
superkingdom,Shinella sp. HZN7,1,1
superkingdom,Shinella,4,1
superkingdom,Sinorhizobium medicae,4,1
superkingdom,Sinorhizobium fredii,34,1
superkingdom,Sinorhizobium sp. GL2,1,1
superkingdom,Parvibaculum lavamentivorans,2,1
superkingdom,Sinorhizobium sp. RAC02,3,1
superkingdom,Sinorhizobium saheli,1,1
superkingdom,Sinorhizobium sp. PC2,1,1
superkingdom,Salinarimonas rosea,2,1
superkingdom,Rhodobacterales bacterium HTCC2255,2,1
superkingdom,Sinorhizobium meliloti,19,1
superkingdom,Xanthobacteraceae,1,1
superkingdom,Pseudolabrys sp. Root1462,2,1
superkingdom,Rhodobacterales bacterium Y4I,8,1
superkingdom,Starkeya novella,4,1
superkingdom,Lutibaculum baratangense,4,1
superkingdom,Azorhizobium doebereinerae,1,1
superkingdom,Ancylobacter sp. FA202,2,1
superkingdom,Henriciella marina,3,1
superkingdom,Azorhizobium caulinodans,3,1
superkingdom,Xanthobacter autotrophicus,7,1
superkingdom,Euryhalocaulis caribicus,8,1
superkingdom,Hyphomonadaceae bacterium UKL13-1,4,1
superkingdom,Hirschia baltica,1,1
superkingdom,Rhodobacteraceae bacterium HLUCCA08,1,1
superkingdom,Hellea balneolensis,3,1
superkingdom,Hyphomonas polymorpha,1,1
superkingdom,Hyphomonas jannaschiana,1,1
superkingdom,Rhodobacteraceae bacterium HTCC2083,1,1
superkingdom,Hirschia maritima,2,1
superkingdom,Maricaulis salignorans,1,1
superkingdom,Hyphomonas johnsonii,1,1
superkingdom,Xanthobacter,2,1
superkingdom,Azorhizobium,1,1
superkingdom,Robiginitomaculum antarcticum,1,1
superkingdom,Rhodobacterales,7,1
superkingdom,Oceanicaulis,2,1
superkingdom,Rhodobacteraceae bacterium HIMB11,3,1
superkingdom,Ahrensia marina,300,1
superkingdom,Aestuariivita boseongensis,2,1
superkingdom,Rhodobacteraceae bacterium HLUCCA12,1,1
superkingdom,Rhodobacteraceae,260,1
superkingdom,Rhodobacteraceae bacterium HTCC2150,3,1
superkingdom,Rhodobacteraceae bacterium SB2,1,1
superkingdom,Albidovulum xiamenense,1,1
superkingdom,Ahrensia,1,1
superkingdom,Citreicella sp. SE45,3,1
superkingdom,Rhodobacteraceae bacterium KLH11,6,1
superkingdom,Ahrensia kielensis,1,1
superkingdom,Aliiroseovarius sediminilitoris,2,1
superkingdom,Confluentimicrobium sp. EMB200-NS6,1,1
superkingdom,Cognatiyoonia koreensis,2,1
superkingdom,Citreicella sp. 357,108796,1
superkingdom,Dinoroseobacter shibae,7,1
superkingdom,Epibacterium mobile,1,1
superkingdom,Cribrihabitans marinus,1,1
superkingdom,Celeribacter baekdonensis,5,1
superkingdom,Falsirhodobacter sp. alg1,1,1
superkingdom,Jannaschia rubra,25,1
superkingdom,Epibacterium multivorans,1,1
superkingdom,Citreimonas salinaria,1,1
superkingdom,Defluviimonas,1,1
superkingdom,Jannaschia pohangensis,1,1
superkingdom,Gemmobacter sp. LW-1,43,1
superkingdom,Epibacterium ulvae,2,1
superkingdom,Jannaschia faecimaris,3,1
superkingdom,Donghicola sp. JL3646,1,1
superkingdom,Ketogulonicigenium vulgare,3,1
superkingdom,Labrenzia alba,3,1
superkingdom,Jannaschia helgolandensis,1,1
superkingdom,Leisingera aquaemixtae,2,1
superkingdom,Jhaorihella thermophila,3,1
superkingdom,Labrenzia aggregata,6,1
superkingdom,Labrenzia alexandrii,1,1
superkingdom,Leisingera caerulea,1,1
superkingdom,Halocynthiibacter arcticus,4,1
superkingdom,Jannaschia sp. CCS1,3,1
superkingdom,Jannaschia,3,1
superkingdom,Leisingera sp. ANG-DT,1,1
superkingdom,Leisingera sp. ANG-M7,1,1
superkingdom,Lentibacter algarum,1,1
superkingdom,Litoreibacter albidus,1,1
superkingdom,Litorimicrobium taeanense,1,1
superkingdom,Litoreibacter arenae,11,1
superkingdom,Limimaricola hongkongensis,4,1
superkingdom,Limimaricola cinnabarinus,2,1
superkingdom,Loktanella salsilacus,1,1
superkingdom,Limimaricola pyoseonensis,1,1
superkingdom,Loktanella sp. 3ANDIMAR09,1,1
superkingdom,Loktanella sp. 1ANDIMAR09,1,1
superkingdom,Mameliella alba,1,1
superkingdom,Maritimibacter alkaliphilus,3,1
superkingdom,Nereida ignava,2,1
superkingdom,Maribius pelagius,1,1
superkingdom,Marinovum algicola,3,1
superkingdom,Nioella nitratireducens,1,1
superkingdom,Neptunicoccus sediminis,5,1
superkingdom,Natronohydrobacter thiooxidans,1,1
superkingdom,Oceanicola sp. S124,6,1
superkingdom,Octadecabacter arcticus,1,1
superkingdom,Oceanicola granulosus,3,1
superkingdom,Nioella sediminis,2,1
superkingdom,Palleronia marisminoris,3,1
superkingdom,Octadecabacter antarcticus,5,1
superkingdom,Paenirhodobacter enshiensis,5,1
superkingdom,Paracoccus sp. 228,6,1
superkingdom,Octadecabacter temperatus,1,1
superkingdom,Pacificibacter marinus,1,1
superkingdom,Paracoccus chinensis,2,1
superkingdom,Paracoccus homiensis,3,1
superkingdom,Paracoccus denitrificans,32,1
superkingdom,Paracoccus aminophilus,11,1
superkingdom,Pannonibacter phragmitetus,4,1
superkingdom,Pannonibacter,1,1
superkingdom,Paracoccus sp. S4493,5,1
superkingdom,Paracoccus halophilus,1,1
superkingdom,Paracoccus alcaliphilus,2,1
superkingdom,Paracoccus sp. MKU1,1,1
superkingdom,Paracoccus yeei,2,1
superkingdom,Paracoccus sp. SCN 68-21,2,1
superkingdom,Paracoccus sp. N5,41,1
superkingdom,Paracoccus,35,1
superkingdom,Paracoccus sp. TRP,13,1
superkingdom,Paracoccus sp. PAMC 22219,8,1
superkingdom,Paracoccus zeaxanthinifaciens,48,1
superkingdom,Phaeobacter sp. CECT 7735,1,1
superkingdom,Paracoccus tibetensis,2,1
superkingdom,Phaeobacter sp. S60,1,1
superkingdom,Pseudorhodobacter ferrugineus,3,1
superkingdom,Phaeobacter gallaeciensis,2,1
superkingdom,Pseudooceanicola atlanticus,1,1
superkingdom,Pseudodonghicola xiamenensis,1,1
superkingdom,Pseudooceanicola batsensis,3,1
superkingdom,Pseudophaeobacter arcticus,2,1
superkingdom,Pseudoruegeria marinistellae,1,1
superkingdom,Phaeobacter,1,1
superkingdom,Pseudorhodobacter aquimaris,3,1
superkingdom,Pseudovibrio sp. Ad37,1,1
superkingdom,Pseudoruegeria,1,1
superkingdom,Pseudovibrio sp. JE062,175,1
superkingdom,Rhodobacter,3,1
superkingdom,Rhodobacter sp. CACIA14H1,2,1
superkingdom,Phaeobacter inhibens,6,1
superkingdom,Rhodobacter sp. SW2,5,1
superkingdom,Candidatus Rhodobacter lobularis,1,1
