GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|374087949|ref|NZ_JH599912.1|:1-1008|1054213|g__Acetobacteraceae_noname.s__Acetobacteraceae_bacterium_AT_5844|UniRef90_G9ZU40|UniRef50_G1XWW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1008,1,0.0.0.0,0.9920634920634921
gi|522837958|ref|NZ_KE159524.1|:264048-265532|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z470|UniRef50_A6L890,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,1485,8,1.7.2.2,5.387205387205387
gi|522837947|ref|NZ_KE159513.1|:c531541-530060|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAP3|UniRef50_Q2RZJ2,root;k_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Pirellula;s_Pirellula sp. SH-Sr6A,1482,1,6.1.1.15,0.6747638326585695
gi|522837947|ref|NZ_KE159513.1|:c531541-530060|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAP3|UniRef50_Q2RZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1482,1,6.1.1.15,0.6747638326585695
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Elizabethkingia;s_Elizabethkingia anophelis,1467,2,1.11.1.6,1.3633265167007498
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio hydrothermalis,1467,2,1.11.1.6,1.3633265167007498
gi|522837947|ref|NZ_KE159513.1|:2009878-2011350|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ALI4|UniRef50_M1PL05,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylomicrobium;s_Methylomicrobium alcaliphilum,1473,1,0.0.0.0,0.678886625933469
gi|522837957|ref|NZ_KE159523.1|:c273904-272432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZV3|UniRef50_Q8A7B0,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_;f_Leptospiraceae;g_Leptospira,1473,6,0.0.0.0,4.0733197556008145
gi|522837947|ref|NZ_KE159513.1|:c2088376-2086868|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8ABK7|UniRef50_Q8ABK7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1509,4,0.0.0.0,2.6507620941020544
gi|522837947|ref|NZ_KE159513.1|:c2088376-2086868|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8ABK7|UniRef50_Q8ABK7,root,1509,9,0.0.0.0,5.964214711729623
gi|522837953|ref|NZ_KE159519.1|:c1278405-1276897|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B0E5|UniRef50_R6VFL4,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_;f_;g_;s_beta proteobacterium CB,1509,2,0.0.0.0,1.3253810470510272
gi|410101288|ref|NZ_JH976474.1|:360790-362301|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AL18|UniRef50_Q9KDS9,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium sp. IRBG74,1512,1,0.0.0.0,0.6613756613756614
gi|522837954|ref|NZ_KE159520.1|:619926-621422|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AXN9|UniRef50_N2AXN9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Filifactor;s_Filifactor alocis,1497,2,0.0.0.0,1.336005344021376
gi|410101291|ref|NZ_JH976477.1|:226732-228225|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DHD0|UniRef50_R5TWD5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,1494,1,0.0.0.0,0.6693440428380187
gi|522837956|ref|NZ_KE159522.1|:c342749-341253|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IJK3|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1497,2,0.0.0.0,1.336005344021376
gi|522837956|ref|NZ_KE159522.1|:c342749-341253|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IJK3|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1497,28,0.0.0.0,18.704074816299265
gi|522837956|ref|NZ_KE159522.1|:c342749-341253|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IJK3|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1497,3,0.0.0.0,2.004008016032064
gi|522837956|ref|NZ_KE159522.1|:c342749-341253|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IJK3|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1497,3,0.0.0.0,2.004008016032064
gi|522837953|ref|NZ_KE159519.1|:c1260342-1258852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Formosa;s_Formosa sp. Hel3_A1_48,1491,25,4.3.1.3,16.767270288397047
gi|522837953|ref|NZ_KE159519.1|:c1260342-1258852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus,1491,1,4.3.1.3,0.670690811535882
gi|522837953|ref|NZ_KE159519.1|:c1260342-1258852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella,1491,2,4.3.1.3,1.341381623071764
gi|522837953|ref|NZ_KE159519.1|:c1260342-1258852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,1491,1,4.3.1.3,0.670690811535882
gi|522837947|ref|NZ_KE159513.1|:2326068-2327570|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BE48|UniRef50_N2BE48,root;k_Viruses;p_;c_;o_Herpesvirales;f_Herpesviridae;g_Varicellovirus;s_Canid alphaherpesvirus 1,1503,1,0.0.0.0,0.6653359946773121
gi|410101287|ref|NZ_JH976473.1|:c425329-423830|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU12|UniRef50_R5AML8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1500,52,0.0.0.0,34.666666666666664
gi|522837953|ref|NZ_KE159519.1|:c16126-14480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1647,4,2.7.1.90,2.428658166363084
gi|522837958|ref|NZ_KE159524.1|:199502-201148|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B3Q6|UniRef50_N2B3Q6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1647,1,0.0.0.0,0.607164541590771
gi|410101285|ref|NZ_JH976471.1|:1679676-1681316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia;s_Yersinia frederiksenii,1641,4,4.2.1.2,2.437538086532602
gi|410101285|ref|NZ_JH976471.1|:1679676-1681316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Yersinia,1641,2,4.2.1.2,1.218769043266301
gi|410101285|ref|NZ_JH976471.1|:1679676-1681316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,4.2.1.2,0.6093845216331505
gi|410101285|ref|NZ_JH976471.1|:1679676-1681316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1641,1,4.2.1.2,0.6093845216331505
gi|410101286|ref|NZ_JH976472.1|:c375219-373576|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DLA5|UniRef50_R5I6X1,root;k_Bacteria;p_Chlorobi;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobaculum;s_Chlorobaculum limnaeum,1644,11,0.0.0.0,6.690997566909976
gi|410101286|ref|NZ_JH976472.1|:c858204-856573|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE69|UniRef50_Q54RA2,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia sp. CCGE1003,1632,3,1.2.1.88,1.8382352941176472
gi|410101286|ref|NZ_JH976472.1|:c858204-856573|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE69|UniRef50_Q54RA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1632,1,1.2.1.88,0.6127450980392157
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella,1641,30,0.0.0.0,18.281535648994517
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,1641,69,0.0.0.0,42.04753199268738
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,1641,1,0.0.0.0,0.6093845216331505
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,2,0.0.0.0,1.218769043266301
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus albus,1641,2,0.0.0.0,1.218769043266301
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1641,1,0.0.0.0,0.6093845216331505
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Spirochaeta;s_Spirochaeta africana,1641,5,0.0.0.0,3.0469226081657528
gi|522837947|ref|NZ_KE159513.1|:c831163-829475|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBG5|UniRef50_D7G5T9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Cellvibrio;s_Cellvibrio japonicus,1689,12,0.0.0.0,7.104795737122558
gi|522837947|ref|NZ_KE159513.1|:c831163-829475|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBG5|UniRef50_D7G5T9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium callunae,1689,1,0.0.0.0,0.5920663114268798
gi|522837947|ref|NZ_KE159513.1|:c831163-829475|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBG5|UniRef50_D7G5T9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1689,9,0.0.0.0,5.328596802841918
gi|522837947|ref|NZ_KE159513.1|:c831163-829475|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBG5|UniRef50_D7G5T9,root;k_Bacteria,1689,1,0.0.0.0,0.5920663114268798
gi|522837953|ref|NZ_KE159519.1|:c1342131-1340443|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B1U4|UniRef50_N2B1U4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium saccharoperbutylacetonicum,1689,1,0.0.0.0,0.5920663114268798
gi|522837954|ref|NZ_KE159520.1|:82176-83867|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XBD7|UniRef50_T2NBI2,root;k_Bacteria,1692,71,0.0.0.0,41.96217494089834
gi|522837954|ref|NZ_KE159520.1|:82176-83867|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XBD7|UniRef50_T2NBI2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1692,89,0.0.0.0,52.600472813238774
gi|410101286|ref|NZ_JH976472.1|:c1117652-1115988|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZN07|UniRef50_R5DDM9,root;k_Bacteria,1665,1,0.0.0.0,0.6006006006006006
gi|522837947|ref|NZ_KE159513.1|:c872204-870540|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5V9|UniRef50_F0R632,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1665,2,0.0.0.0,1.2012012012012012
gi|522837947|ref|NZ_KE159513.1|:1329323-1330990|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z8B0|UniRef50_A6LB35,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1668,1,2.2.1.9,0.5995203836930456
gi|410101290|ref|NZ_JH976476.1|:c183903-182320|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YZ92|UniRef50_A6LCK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1584,14,0.0.0.0,8.838383838383837
gi|410101285|ref|NZ_JH976471.1|:43156-44736|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ACD0|UniRef50_K6ACD0,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Solitalea;s_Solitalea canadensis,1581,1,0.0.0.0,0.6325110689437066
gi|522837958|ref|NZ_KE159524.1|:c177938-176346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZG7|UniRef50_R5GET8,root;k_Viruses;p_;c_;o_Caudovirales;f_Siphoviridae;g_T5virus;s_Salmonella phage NR01,1593,1,0.0.0.0,0.6277463904582549
gi|522837954|ref|NZ_KE159520.1|:c541342-539768|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7J9W2|UniRef50_R5C7B6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1575,5,0.0.0.0,3.174603174603175
gi|522837958|ref|NZ_KE159524.1|:c58013-56439|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y6R1|UniRef50_R7DI90,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1575,2,0.0.0.0,1.2698412698412698
gi|522837953|ref|NZ_KE159519.1|:c8235-6661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9T8|UniRef50_R6Y850,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Lelliottia;s_Lelliottia amnigena,1575,9,3.4.21.107,5.714285714285714
gi|410101285|ref|NZ_JH976471.1|:c273454-271874|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQZ1|UniRef50_I2EPJ9,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Spirosoma;s_Spirosoma radiotolerans,1581,1,0.0.0.0,0.6325110689437066
gi|522837947|ref|NZ_KE159513.1|:184615-186231|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAZ3|UniRef50_R7ENU3,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Nitrosomonadaceae;g_Nitrosomonas;s_Nitrosomonas sp. Is79A3,1617,1,0.0.0.0,0.6184291898577613
gi|522837947|ref|NZ_KE159513.1|:c2151780-2150161|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYD5|UniRef50_R6DIC5,root;k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Cloacibacillus;s_Cloacibacillus porcorum,1620,1,0.0.0.0,0.6172839506172839
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1608,217,4.1.1.49,134.95024875621888
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1608,371,4.1.1.49,230.72139303482587
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root,1608,2,4.1.1.49,1.243781094527363
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Gallibacterium;s_Gallibacterium anatis,1608,2,4.1.1.49,1.243781094527363
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1608,2,4.1.1.49,1.243781094527363
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Saccharospirillaceae;g_Gynuella;s_Gynuella sunshinyii,1608,1,4.1.1.49,0.6218905472636815
gi|522837955|ref|NZ_KE159521.1|:c251011-247865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5YSY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3147,448,0.0.0.0,142.35780108039404
gi|522837955|ref|NZ_KE159521.1|:c251011-247865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5YSY1,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Cyclobacterium;s_Cyclobacterium marinum,3147,10,0.0.0.0,3.1776294884016525
gi|522837955|ref|NZ_KE159521.1|:c251011-247865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5YSY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,3147,6,0.0.0.0,1.9065776930409915
gi|522837955|ref|NZ_KE159521.1|:c251011-247865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5YSY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3147,2,0.0.0.0,0.6355258976803305
gi|522837954|ref|NZ_KE159520.1|:c19498-16355|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6Y3P6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3144,1,0.0.0.0,0.31806615776081426
gi|522837954|ref|NZ_KE159520.1|:964327-967497|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7ABT7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3171,1,0.0.0.0,0.315357931251971
gi|522837954|ref|NZ_KE159520.1|:964327-967497|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7ABT7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium beijerinckii,3171,1,0.0.0.0,0.315357931251971
gi|522837953|ref|NZ_KE159519.1|:c502301-499203|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,3099,5,3.2.1.23,1.6134236850596966
gi|522837953|ref|NZ_KE159519.1|:c502301-499203|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3099,1,3.2.1.23,0.32268473701193934
gi|522837953|ref|NZ_KE159519.1|:c502301-499203|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3099,1,3.2.1.23,0.32268473701193934
gi|522837957|ref|NZ_KE159523.1|:81284-84388|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_L1NKN4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,3105,72,0.0.0.0,23.18840579710145
gi|522837956|ref|NZ_KE159522.1|:23044-26286|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,3243,5,0.0.0.0,1.5417823003391922
gi|410101285|ref|NZ_JH976471.1|:1237270-1240506|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3R9|UniRef50_R5SP00,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,3237,13,0.0.0.0,4.016064257028113
gi|522837947|ref|NZ_KE159513.1|:172871-176095|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,3225,2,0.0.0.0,0.6201550387596899
gi|522837947|ref|NZ_KE159513.1|:172871-176095|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,3225,1,0.0.0.0,0.31007751937984496
