root,kingdom,phylum,class,order,family,genus,species,Reads
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bartonellaceae,g_Bartonella,s_Bartonella grahamii,5
root,k_Bacteria,p_Tenericutes,c_Mollicutes,o_Mycoplasmatales,f_Mycoplasmataceae,g_Mycoplasma,s_Mycoplasma crocodyli,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Alkaliphilus,s_Alkaliphilus oremlandii,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Propionibacteriales,f_Nocardioidaceae,g_Pimelobacter,s_Pimelobacter simplex,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Sphingomonadales,f_Erythrobacteraceae,g_Erythrobacter,s_Erythrobacter sp. HL-111,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Sphingomonadales,f_Sphingomonadaceae,g_Novosphingobium,s_Novosphingobium pentaromativorans,2
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Sphingomonadales,f_Sphingomonadaceae,g_Sphingobium,s_Sphingobium sp. RAC03,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Oligotropha,s_Oligotropha carboxidovorans,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Erwiniaceae,g_Pantoea,s_Pantoea agglomerans,9
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Erwiniaceae,g_Pantoea,s_Pantoea agglomerans,5
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Erwiniaceae,g_Pantoea,s_Pantoea agglomerans,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Fusobacteria,c_Fusobacteriia,o_Fusobacteriales,f_Fusobacteriaceae,g_Fusobacterium,s_Fusobacterium nucleatum,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Ralstonia,s_Ralstonia solanacearum,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,13
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,8
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides xylanisolvens,1
root,k_Bacteria,p_Acidobacteria,c_Acidobacteriia,o_Acidobacteriales,f_Acidobacteriaceae,g_Terriglobus,s_Terriglobus saanensis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Tannerella,s_Tannerella forsythia,6
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides ovatus,7
root,k_Bacteria,p_Bacteroidetes,c_Sphingobacteriia,o_Sphingobacteriales,f_Sphingobacteriaceae,g_Sphingobacterium,s_Sphingobacterium sp. PM2-P1-29,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,6
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Tannerella,s_Tannerella forsythia,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Porphyromonas,s_Porphyromonas gingivalis,25
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Peptostreptococcaceae,g_Filifactor,s_Filifactor alocis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,s_Prevotella denticola,2
root,k_Bacteria,p_Firmicutes,c_Tissierellia,o_Tissierellales,f_Peptoniphilaceae,g_Anaerococcus,s_Anaerococcus prevotii,1
root,k_Bacteria,p_Bacteroidetes,c_Chitinophagia,o_Chitinophagales,f_Chitinophagaceae,g_Chitinophaga,s_Chitinophaga pinensis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Ruminococcaceae,g_Ruminiclostridium,s_[Eubacterium] siraeum,1
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Maribacter,s_Maribacter sp. MAR_2009_60,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,6
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Pasteurellales,f_Pasteurellaceae,g_Haemophilus,s_[Haemophilus] ducreyi,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides cellulosilyticus,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Tannerella,s_Tannerella forsythia,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Thermotogae,c_Thermotogae,o_Thermotogales,f_Thermotogaceae,g_Pseudothermotoga,s_Pseudothermotoga hypogea,7
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,2
root,k_Bacteria,p_Bacteroidetes,c_Cytophagia,o_Cytophagales,f_Cyclobacteriaceae,g_Algoriphagus,s_Algoriphagus sp. M8-2,9
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Fermentimonas,s_Fermentimonas caenicola,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Porphyromonas,s_Porphyromonas gingivalis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,12
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,6
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Caulobacterales,f_Caulobacteraceae,g_Caulobacter,s_Caulobacter sp. K31,5
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Ralstonia,s_Ralstonia solanacearum,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides caecimuris,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,12
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,s_Enterococcus hirae,1
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Enterococcaceae,g_Enterococcus,s_Enterococcus durans,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,11
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus acetotolerans,1
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Robiginitalea,s_Robiginitalea biformata,1
root,k_Bacteria,p_Proteobacteria,c_Alphaproteobacteria,o_Rhizobiales,f_Bradyrhizobiaceae,g_Bradyrhizobium,s_Bradyrhizobium ottawaense,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,9
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Lactobacillales,f_Lactobacillaceae,g_Lactobacillus,s_Lactobacillus mucosae,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides cellulosilyticus,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Micrococcales,f_Micrococcaceae,g_Arthrobacter,s_Arthrobacter sp. YC-RL1,2
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Dokdonia,s_Dokdonia donghaensis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Alteromonadales,f_Moritellaceae,g_Moritella,s_Moritella viscosa,5
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides dorei,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,s_Prevotella melaninogenica,1
root,k_Bacteria,p_Proteobacteria,c_Deltaproteobacteria,o_Desulfobacterales,f_Desulfobacteraceae,g_Desulfobacterium,s_Desulfobacterium autotrophicum,1
root,k_Bacteria,p_Bacteroidetes,c_Cytophagia,o_Cytophagales,f_Cytophagaceae,g_Cytophaga,s_Cytophaga hutchinsonii,3
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Paenibacillaceae,g_Paenibacillus,s_Paenibacillus sp. FSL R5-0912,5
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides vulgatus,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides ovatus,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides caecimuris,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,5
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides xylanisolvens,1
root,k_Bacteria,p_Bacteroidetes,c_Chitinophagia,o_Chitinophagales,f_Chitinophagaceae,g_Niastella,s_Niastella koreensis,9
root,k_Bacteria,p_Spirochaetes,c_Spirochaetia,o_Spirochaetales,f_Spirochaetaceae,g_Spirochaeta,s_Spirochaeta africana,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides ovatus,2
root,k_Bacteria,p_Bacteroidetes,c_Flavobacteriia,o_Flavobacteriales,f_Flavobacteriaceae,g_Capnocytophaga,s_Capnocytophaga haemolytica,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,11
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides cellulosilyticus,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides salanitronis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides xylanisolvens,1
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Ralstonia,s_Ralstonia solanacearum,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Chitinophagia,o_Chitinophagales,f_Chitinophagaceae,g_Niastella,s_Niastella koreensis,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides vulgatus,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides ovatus,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides ovatus,2
root,k_Bacteria,p_Firmicutes,c_Bacilli,o_Bacillales,f_Bacillaceae,g_Terribacillus,s_Terribacillus aidingensis,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Enterobacterales,f_Yersiniaceae,g_Chania,s_Chania multitudinisentens,1
root,k_Bacteria,p_Bacteroidetes,c_Sphingobacteriia,o_Sphingobacteriales,f_Sphingobacteriaceae,g_Pedobacter,s_Pedobacter steynii,5
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides salanitronis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,1
root,k_Bacteria,p_Actinobacteria,c_Actinobacteria,o_Corynebacteriales,f_Corynebacteriaceae,g_Corynebacterium,s_Corynebacterium ulcerans,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides caecimuris,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,s_Prevotella fusca,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides salanitronis,1
root,k_Bacteria,p_Cyanobacteria,c_,o_Nostocales,f_Nostocaceae,g_Trichormus,s_Trichormus azollae,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,17
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides cellulosilyticus,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Porphyromonas,s_Porphyromonas asaccharolytica,3
root,k_Bacteria,p_Proteobacteria,c_Betaproteobacteria,o_Burkholderiales,f_Oxalobacteraceae,g_Janthinobacterium,s_Janthinobacterium sp. B9-8,12
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides thetaiotaomicron,3
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Prevotellaceae,g_Prevotella,s_Prevotella intermedia,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides helcogenes,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Porphyromonas,s_Porphyromonas gingivalis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_,g_,s_Bacteroidales bacterium CF,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Clostridiaceae,g_Clostridium,s_Clostridium saccharobutylicum,13
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,s_Vibrio cholerae,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Odoribacteraceae,g_Odoribacter,s_Odoribacter splanchnicus,4
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2750
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Tyzzerella,s_[Clostridium] piliforme,2
root,k_Bacteria,p_Bacteroidetes,c_Cytophagia,o_Cytophagales,f_Cytophagaceae,g_Cytophaga,s_Cytophaga hutchinsonii,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,13
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,6
root,k_Bacteria,p_Proteobacteria,c_Gammaproteobacteria,o_Vibrionales,f_Vibrionaceae,g_Vibrio,s_Vibrio cholerae,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,8
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,5
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,2
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,10
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides vulgatus,1
root,k_Bacteria,p_Firmicutes,c_Clostridia,o_Clostridiales,f_Lachnospiraceae,g_Blautia,s_Blautia sp. YL58,1
root,k_Bacteria,p_Bacteroidetes,c_Cytophagia,o_Cytophagales,f_Cyclobacteriaceae,g_Algoriphagus,s_Algoriphagus sp. M8-2,11
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Porphyromonadaceae,g_Fermentimonas,s_Fermentimonas caenicola,1
root,k_Bacteria,p_Bacteroidetes,c_Cytophagia,o_Cytophagales,f_Cyclobacteriaceae,g_Belliella,s_Belliella baltica,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides fragilis,87
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Tannerella,s_Tannerella forsythia,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides vulgatus,1
root,k_Bacteria,p_Bacteroidetes,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis,4
