taxa_x,uniref90,length,taxa_y,RPK
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2W8,501.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YF51,501.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI94,501.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJB7,501.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZM07,564.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASG3,564.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEH9,558.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0A4,558.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1F3,555.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVJ6,555.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,61.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ATC5,555.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZA7,570.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GMH3,570.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YYK7,570.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTT1,573.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z206,567.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,15.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDN0,570.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LF43,567.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYL3,537.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XC92,543.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZE00,543.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBG1,543.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LCP4,549.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7DIS8,552.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B634,552.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6DYM3,546.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BA90,414.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6JB95,420.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGH2,411.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8E0,411.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5NZ21,429.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4D9,435.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1E9,432.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DNS8,426.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGL1,426.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEG7,390.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASH3,384.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AW25,387.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZM73,387.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZQ46,396.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A8Q6,405.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LEJ5,402.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHH1,405.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y825,462.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X3V2,459.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVE0,459.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B544,459.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL77,474.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YXW3,477.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DB25,468.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7JQI6,468.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGF1,444.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z4P8,444.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LIX9,444.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBY7,444.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,18.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YQU7,438.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ARE8,438.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVZ8,441.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LA87,453.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU44,453.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z655,453.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,15.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ATY4,450.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVR7,450.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTC0,1800.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WWF6,1800.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYW7,1797.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LC18,1788.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVE9,1782.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B0V8,1782.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDR1,1821.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6W6,1842.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPJ6,1839.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1V8,1839.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DQI3,1854.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y7V3,1857.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1X2,1851.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZA22,1851.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,29.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5N2,1824.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ALG1,1824.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YBZ5,1821.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ82,1833.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZWD7,1836.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YS60,1830.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AN02,1722.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUH3,1722.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z609,1725.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BBX4,1719.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZX21,1728.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHE3,1728.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8C6,1731.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAU8,1725.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5V5,1695.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5D2,1698.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AU34,1710.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM18,1761.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LBU6,1758.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAW1,1773.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,25.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3M4,1770.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZKY9,1773.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A933,1767.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BCC4,1743.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0W9,1743.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IBF4,1749.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,78.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AU71,1995.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZR9,1995.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU22,1995.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,15.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ART3,2010.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YND3,2004.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Y0,1965.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZY53,1950.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YW06,1974.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZV60,1992.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,16.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDY3,1968.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,13.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMN6,2058.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YSG7,2058.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0S6,2043.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y2C5,1887.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZP77,1890.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,21.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1W5,1863.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,27.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZE94,1857.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDN7,1872.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYN1,1866.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGV1,1926.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y667,1908.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BHB2,1905.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3F1,1902.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7NKR7,1905.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUC6,1917.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZCG7,1920.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R7JAB6,1545.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YS65,1515.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z0U6,1515.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WXV5,1560.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YU89,1557.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5R5,1569.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y0B7,1569.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z079,1569.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBX0,1566.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASE1,1569.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z050,1551.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ATR7,1548.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AR62,1548.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YR55,1548.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XD50,1554.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ATX7,1488.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GKA8,1464.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AS04,1464.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI82,1473.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUT5,1473.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUN2,1473.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,42.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YNT1,1488.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZN28,1509.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYM9,1509.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AL18,1512.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUI7,1512.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,21.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DHD0,1494.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IJK3,1497.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LI32,1491.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU12,1500.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5DA56,1647.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z6U9,1644.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YUF0,1641.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LE69,1632.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z292,1623.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BBM3,1623.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZMF9,1626.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LIG0,1641.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDK4,1632.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,20.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZML7,1686.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YEG1,1680.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0S7,1680.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6Q5,1695.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,44.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6XBD7,1692.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,50.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5V9,1665.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A283,1662.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YVY3,1662.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZK27,1671.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZAI5,1584.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YYL5,1584.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDN3,1584.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AX94,1587.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,49.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AH75,1587.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B5E8,1581.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A812,1596.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
