GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae;g_Cycloclasticus,1905,3,5.99.1.3,1.574803149606299
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus sp. FJAT-22090,1905,5,5.99.1.3,2.6246719160104988
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria,1905,4,5.99.1.3,2.099737532808399
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Sporosarcina;s_Sporosarcina psychrophila,1905,2,5.99.1.3,1.0498687664041995
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Thermotogae;c_Thermotogae;o_Thermotogales;f_Fervidobacteriaceae;g_Fervidobacterium;s_Fervidobacterium nodosum,1905,1,5.99.1.3,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_;g_Gemella;s_Gemella morbillorum,1905,1,5.99.1.3,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Candidatus Hepatoplasma;s_Candidatus Hepatoplasma crinochetorum,1905,1,5.99.1.3,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Mycoplasma mycoides,1905,1,5.99.1.3,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:c16973-15069|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMM3|UniRef50_Q9X3Y6,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Entomoplasmataceae;g_Entomoplasma;s_Entomoplasma ellychniae,1905,1,5.99.1.3,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:445914-447818|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEE5|UniRef50_N1ZEE5,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema putidum,1905,1,0.0.0.0,0.5249343832020997
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus pyogenes,1899,13,0.0.0.0,6.845708267509215
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,1899,18,0.0.0.0,9.47867298578199
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter hyointestinalis,1899,2,0.0.0.0,1.05318588730911
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Cellulosilyticum;s_Cellulosilyticum lentocellum,1899,1,0.0.0.0,0.526592943654555
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Candidatus Blochmannia;s_Candidatus Blochmannia floridanus,1899,1,0.0.0.0,0.526592943654555
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1899,2,0.0.0.0,1.05318588730911
gi|490136654|ref|NZ_KB822566.1|:26216-28114|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJ59|UniRef50_B1I6S1,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Spiroplasmataceae;g_Spiroplasma;s_Spiroplasma taiwanense,1899,1,0.0.0.0,0.526592943654555
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria,1890,4,0.0.0.0,2.1164021164021167
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter;s_Psychrobacter alimentarius,1890,1,0.0.0.0,0.5291005291005292
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Buchnera;s_Buchnera aphidicola,1890,1,0.0.0.0,0.5291005291005292
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,1890,1,0.0.0.0,0.5291005291005292
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium orientale,1890,1,0.0.0.0,0.5291005291005292
gi|490136654|ref|NZ_KB822566.1|:c377175-375286|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK53|UniRef50_G4KZ65,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_uncultured Clostridium sp.,1890,15,0.0.0.0,7.936507936507937
gi|490134789|ref|NZ_KB822565.1|:c853413-851518|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZC48|UniRef50_N1ZC48,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus xylosus,1896,5,0.0.0.0,2.6371308016877637
gi|490138742|ref|NZ_KB822570.1|:9641-11572|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z4U2|UniRef50_R7LC69,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia intestinalis,1932,29,0.0.0.0,15.010351966873706
gi|490138742|ref|NZ_KB822570.1|:9641-11572|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z4U2|UniRef50_R7LC69,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Cellulosilyticum;s_Cellulosilyticum lentocellum,1932,1,0.0.0.0,0.5175983436853002
gi|490134789|ref|NZ_KB822565.1|:611245-613221|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZE66|UniRef50_R5CYZ9,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Acholeplasmatales;f_Acholeplasmataceae;g_Acholeplasma;s_Acholeplasma palmae,1977,1,5.99.1.3,0.5058168942842691
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum,1977,13,0.0.0.0,6.575619625695498
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,1977,1,0.0.0.0,0.5058168942842691
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes,1977,1,0.0.0.0,0.5058168942842691
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria seeligeri,1977,2,0.0.0.0,1.0116337885685383
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacteraceae;g_Thermoanaerobacter,1977,3,0.0.0.0,1.5174506828528072
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Leuconostoc;s_Leuconostoc mesenteroides,1977,2,0.0.0.0,1.0116337885685383
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Melissococcus;s_Melissococcus plutonius,1977,2,0.0.0.0,1.0116337885685383
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_[Clostridium] cellulolyticum,1977,2,0.0.0.0,1.0116337885685383
gi|490136654|ref|NZ_KB822566.1|:640127-642103|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLT0|UniRef50_A1BI09,root;k_Bacteria;p_Cyanobacteria;c_;o_Chroococcales;f_Chroococcaceae;g_Geminocystis;s_Geminocystis sp. NIES-3709,1977,1,0.0.0.0,0.5058168942842691
gi|490136654|ref|NZ_KB822566.1|:232076-234043|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZN88|UniRef50_R6R4P8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Lysinibacillus;s_Lysinibacillus sphaericus,1968,19,0.0.0.0,9.654471544715447
gi|490136654|ref|NZ_KB822566.1|:232076-234043|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZN88|UniRef50_R6R4P8,root;k_Bacteria;p_Cyanobacteria;c_;o_Nostocales;f_Rivulariaceae;g_Rivularia;s_Rivularia sp. PCC 7116,1968,2,0.0.0.0,1.016260162601626
gi|490136654|ref|NZ_KB822566.1|:232076-234043|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZN88|UniRef50_R6R4P8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Siansivirga;s_Siansivirga zeaxanthinifaciens,1968,1,0.0.0.0,0.508130081300813
gi|490136654|ref|NZ_KB822566.1|:232076-234043|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZN88|UniRef50_R6R4P8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Arsenophonus;s_Candidatus Arsenophonus lipoptenae,1968,2,0.0.0.0,1.016260162601626
gi|490136654|ref|NZ_KB822566.1|:232076-234043|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZN88|UniRef50_R6R4P8,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Spiroplasmataceae;g_Spiroplasma;s_Spiroplasma culicicola,1968,1,0.0.0.0,0.508130081300813
gi|490138457|ref|NZ_KB822569.1|:c144955-142973|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZES7|UniRef50_Q7MW52,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Halanaerobiales;f_Halanaerobiaceae;g_Halanaerobium;s_Halanaerobium hydrogeniformans,1983,1,3.1.3.11,0.5042864346949066
gi|490138457|ref|NZ_KB822569.1|:c144955-142973|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZES7|UniRef50_Q7MW52,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium novyi,1983,1,3.1.3.11,0.5042864346949066
gi|490134789|ref|NZ_KB822565.1|:c896236-894251|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCC1|UniRef50_P45694,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium tetani,1986,21,2.2.1.1,10.574018126888218
gi|490134789|ref|NZ_KB822565.1|:c896236-894251|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCC1|UniRef50_P45694,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,1986,2,2.2.1.1,1.0070493454179255
gi|490134789|ref|NZ_KB822565.1|:c896236-894251|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCC1|UniRef50_P45694,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter subantarcticus,1986,2,2.2.1.1,1.0070493454179255
gi|490134789|ref|NZ_KB822565.1|:c896236-894251|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCC1|UniRef50_P45694,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_;g_;s_Methylophilales bacterium MBRSF5,1986,1,2.2.1.1,0.5035246727089627
gi|490136654|ref|NZ_KB822566.1|:246009-247985|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX6|UniRef50_Q88Z97,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus sp. FJAT-22090,1977,2,6.1.1.10,1.0116337885685383
gi|490136654|ref|NZ_KB822566.1|:246009-247985|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDX6|UniRef50_Q88Z97,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1977,1,6.1.1.10,0.5058168942842691
gi|490136654|ref|NZ_KB822566.1|:767921-769897|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK22|UniRef50_R5AIB9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus equi,1977,1,0.0.0.0,0.5058168942842691
gi|490134789|ref|NZ_KB822565.1|:c980311-978344|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFU5|UniRef50_R6QGU6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Halanaerobiales;f_Halobacteroidaceae;g_Halobacteroides;s_Halobacteroides halobius,1968,2,1.17.7.4,1.016260162601626
gi|490134789|ref|NZ_KB822565.1|:c980311-978344|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFU5|UniRef50_R6QGU6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium tetani,1968,1,1.17.7.4,0.508130081300813
gi|490134789|ref|NZ_KB822565.1|:c980311-978344|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFU5|UniRef50_R6QGU6,root;k_Bacteria;p_Ignavibacteriae;c_Ignavibacteria;o_Ignavibacteriales;f_Ignavibacteriaceae;g_Ignavibacterium;s_Ignavibacterium album,1968,3,1.17.7.4,1.524390243902439
gi|490134789|ref|NZ_KB822565.1|:c980311-978344|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFU5|UniRef50_R6QGU6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1968,3,1.17.7.4,1.524390243902439
gi|490134789|ref|NZ_KB822565.1|:319628-321559|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV9|UniRef50_A7FQL2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus salivarius,1932,1,0.0.0.0,0.5175983436853002
gi|490134789|ref|NZ_KB822565.1|:319628-321559|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV9|UniRef50_A7FQL2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium pasteurianum,1932,2,0.0.0.0,1.0351966873706004
gi|490134789|ref|NZ_KB822565.1|:319628-321559|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV9|UniRef50_A7FQL2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Colwelliaceae;g_Thalassotalea;s_Thalassotalea crassostreae,1932,1,0.0.0.0,0.5175983436853002
gi|490134789|ref|NZ_KB822565.1|:41041-42972|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_A0REB6,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Bernardetiaceae;g_Bernardetia;s_Bernardetia litoralis,1932,13,3.7.1.22,6.728778467908903
gi|490134789|ref|NZ_KB822565.1|:41041-42972|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_A0REB6,root;k_Bacteria;p_;c_;o_;f_;g_;s_bacterium AB1,1932,1,3.7.1.22,0.5175983436853002
gi|490134789|ref|NZ_KB822565.1|:c965077-963146|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLS8|UniRef50_R7G036,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,1932,3,0.0.0.0,1.5527950310559007
gi|490134789|ref|NZ_KB822565.1|:102278-104230|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIS0|UniRef50_Q8DNI6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Amphibacillus;s_Amphibacillus xylanus,1953,3,0.0.0.0,1.5360983102918586
gi|490134789|ref|NZ_KB822565.1|:c591440-589491|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMN8|UniRef50_B8I3I1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerotignum;s_Anaerotignum propionicum,1950,13,6.5.1.2,6.666666666666667
gi|490134789|ref|NZ_KB822565.1|:c347681-345810|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZI63|UniRef50_N1ZI63,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium aceticum,1872,1,0.0.0.0,0.5341880341880342
gi|490134789|ref|NZ_KB822565.1|:c347681-345810|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZI63|UniRef50_N1ZI63,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium taeniosporum,1872,1,0.0.0.0,0.5341880341880342
gi|490136654|ref|NZ_KB822566.1|:934075-935859|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIW4|UniRef50_R7PK32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_[Ruminococcus] torques,1785,33,0.0.0.0,18.487394957983195
gi|490136654|ref|NZ_KB822566.1|:934075-935859|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIW4|UniRef50_R7PK32,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,1785,1,0.0.0.0,0.5602240896358543
gi|490136654|ref|NZ_KB822566.1|:934075-935859|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIW4|UniRef50_R7PK32,root;k_Bacteria,1785,63,0.0.0.0,35.294117647058826
gi|490134789|ref|NZ_KB822565.1|:c789918-788134|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGW7|UniRef50_N1ZGW7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus,1785,1,0.0.0.0,0.5602240896358543
gi|490138457|ref|NZ_KB822569.1|:c131127-129346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5H3|UniRef50_R7AQS6,root;k_Archaea;p_Thaumarchaeota;c_;o_Nitrosopumilales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Candidatus Nitrosopumilus koreensis,1782,7,0.0.0.0,3.9281705948372614
gi|490138457|ref|NZ_KB822569.1|:c131127-129346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5H3|UniRef50_R7AQS6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,1782,1,0.0.0.0,0.5611672278338945
gi|490136654|ref|NZ_KB822566.1|:425894-427675|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKA6|UniRef50_N1ZKA6,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema denticola,1782,1,0.0.0.0,0.5611672278338945
gi|490136654|ref|NZ_KB822566.1|:425894-427675|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKA6|UniRef50_N1ZKA6,root;k_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Thermodesulfovibrio;s_Thermodesulfovibrio yellowstonii,1782,24,0.0.0.0,13.468013468013467
gi|490138457|ref|NZ_KB822569.1|:c70826-69039|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEM6|UniRef50_Q6AQS4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Candidatus Arthromitus,1788,2,6.1.1.23,1.1185682326621924
gi|490138457|ref|NZ_KB822569.1|:c70826-69039|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEM6|UniRef50_Q6AQS4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Actinobacillus;s_Actinobacillus pleuropneumoniae,1788,1,6.1.1.23,0.5592841163310962
gi|490138457|ref|NZ_KB822569.1|:c70826-69039|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEM6|UniRef50_Q6AQS4,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_;f_;g_Candidatus Kinetoplastibacterium;s_Candidatus Kinetoplastibacterium crithidii,1788,1,6.1.1.23,0.5592841163310962
gi|490136654|ref|NZ_KB822566.1|:145020-146804|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIV6|UniRef50_N1ZIV6,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Spiroplasmataceae;g_Spiroplasma;s_Spiroplasma apis,1785,1,0.0.0.0,0.5602240896358543
gi|490138457|ref|NZ_KB822569.1|:c84121-82346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEN2|UniRef50_A2BKX6,root;k_Archaea;p_Euryarchaeota;c_Methanococci;o_Methanococcales;f_Methanococcaceae;g_Methanococcus;s_Methanococcus aeolicus,1776,3,3.6.3.14,1.6891891891891893
gi|490138457|ref|NZ_KB822569.1|:c84121-82346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEN2|UniRef50_A2BKX6,root;k_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Finegoldia;s_Finegoldia magna,1776,19,3.6.3.14,10.698198198198199
gi|490138457|ref|NZ_KB822569.1|:c84121-82346|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEN2|UniRef50_A2BKX6,root;k_Bacteria,1776,23,3.6.3.14,12.95045045045045
gi|490138742|ref|NZ_KB822570.1|:c14534-12774|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAN1|UniRef50_O08309,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales;f_Thermoanaerobacteraceae;g_Thermoanaerobacter;s_Thermoanaerobacter kivui,1761,1,2.7.1.40,0.5678591709256104
