GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|422320815|ref|NZ_GL636045.1|:c24483-23272|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_R4XMS4|UniRef50_B2SD76,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,1212,1,0.0.0.0,0.8250825082508251
gi|522837956|ref|NZ_KE159522.1|:329297-329953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LG93|UniRef50_B6IPE0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,657,1,2.2.1.2,1.5220700152207
gi|522837956|ref|NZ_KE159522.1|:329297-329953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LG93|UniRef50_B6IPE0,root;k_Archaea;p_Euryarchaeota;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Pyrococcus;s_Pyrococcus sp. NA2,657,1,2.2.1.2,1.5220700152207
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,645,7,0.0.0.0,10.852713178294573
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,645,1,0.0.0.0,1.5503875968992247
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,645,1,0.0.0.0,1.5503875968992247
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,645,1,0.0.0.0,1.5503875968992247
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,645,1,0.0.0.0,1.5503875968992247
gi|410101285|ref|NZ_JH976471.1|:524197-524838|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUS4|UniRef50_R7CY45,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,642,2,0.0.0.0,3.115264797507788
gi|410101285|ref|NZ_JH976471.1|:c609862-609212|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A0Y9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,651,1,0.0.0.0,1.5360983102918586
gi|522837954|ref|NZ_KE159520.1|:c1222895-1222224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6W9|UniRef50_Q49VQ7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,672,2,6.3.4.20,2.976190476190476
gi|522837947|ref|NZ_KE159513.1|:2096480-2097151|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,672,3,0.0.0.0,4.464285714285714
gi|522837947|ref|NZ_KE159513.1|:2096480-2097151|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,672,5,0.0.0.0,7.44047619047619
gi|522837947|ref|NZ_KE159513.1|:2096480-2097151|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,672,1,0.0.0.0,1.488095238095238
gi|522837947|ref|NZ_KE159513.1|:2096480-2097151|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_Bacteria,672,1,0.0.0.0,1.488095238095238
gi|410101285|ref|NZ_JH976471.1|:744792-745460|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6X8|UniRef50_R7NYP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,669,1,0.0.0.0,1.4947683109118086
gi|522837953|ref|NZ_KE159519.1|:c255584-254910|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z808|UniRef50_L7UR21,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Advenella;s_Advenella kashmirensis,675,1,0.0.0.0,1.4814814814814814
gi|522837953|ref|NZ_KE159519.1|:c255584-254910|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z808|UniRef50_L7UR21,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia,675,1,0.0.0.0,1.4814814814814814
gi|522837958|ref|NZ_KE159524.1|:158171-158836|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LDD5|UniRef50_M4W585,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter;s_Rufibacter sp. DG15C,666,1,0.0.0.0,1.5015015015015014
gi|522837958|ref|NZ_KE159524.1|:158171-158836|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LDD5|UniRef50_M4W585,root;k_Bacteria,666,1,0.0.0.0,1.5015015015015014
gi|522837958|ref|NZ_KE159524.1|:158171-158836|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LDD5|UniRef50_M4W585,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Cedecea;s_Cedecea neteri,666,17,0.0.0.0,25.525525525525524
gi|522837958|ref|NZ_KE159524.1|:158171-158836|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LDD5|UniRef50_M4W585,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,666,1,0.0.0.0,1.5015015015015014
gi|410101291|ref|NZ_JH976477.1|:c188608-187943|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GIT3|UniRef50_A6L8F4,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Riemerella;s_Riemerella anatipestifer,666,7,2.7.1.33,10.51051051051051
gi|410101291|ref|NZ_JH976477.1|:c188608-187943|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GIT3|UniRef50_A6L8F4,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,666,1,2.7.1.33,1.5015015015015014
gi|410101291|ref|NZ_JH976477.1|:c188608-187943|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GIT3|UniRef50_A6L8F4,root,666,1,2.7.1.33,1.5015015015015014
gi|410101288|ref|NZ_JH976474.1|:c46202-45537|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZL03|UniRef50_P09213,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,666,1,1.15.1.1,1.5015015015015014
gi|522837953|ref|NZ_KE159519.1|:c1260967-1260344|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUB5|UniRef50_R6AC71,root;k_Bacteria;p_Candidatus Latescibacteria;c_;o_;f_;g_;s_uncultured Latescibacteria bacterium,624,1,0.0.0.0,1.6025641025641026
gi|410101286|ref|NZ_JH976472.1|:c388378-387752|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM1|UniRef50_F4KNM3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,627,4,0.0.0.0,6.379585326953748
gi|410101286|ref|NZ_JH976472.1|:c388378-387752|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM1|UniRef50_F4KNM3,root;k_Bacteria,627,1,0.0.0.0,1.594896331738437
gi|522837954|ref|NZ_KE159520.1|:c881021-880401|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A715|UniRef50_R7JKG6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,621,1,0.0.0.0,1.6103059581320451
gi|522837947|ref|NZ_KE159513.1|:1695077-1695691|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VTI2|UniRef50_R6A853,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,615,48,0.0.0.0,78.04878048780488
gi|410101286|ref|NZ_JH976472.1|:c386716-386093|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M0|UniRef50_F5XD83,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,624,36,0.0.0.0,57.69230769230769
gi|410101286|ref|NZ_JH976472.1|:c386716-386093|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M0|UniRef50_F5XD83,root,624,2,0.0.0.0,3.2051282051282053
gi|522837947|ref|NZ_KE159513.1|:1723557-1724180|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M0|UniRef50_F5XD83,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,624,17,0.0.0.0,27.243589743589745
gi|522837947|ref|NZ_KE159513.1|:1723557-1724180|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M0|UniRef50_F5XD83,root;k_Bacteria,624,1,0.0.0.0,1.6025641025641026
gi|522837947|ref|NZ_KE159513.1|:1723557-1724180|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M0|UniRef50_F5XD83,root,624,13,0.0.0.0,20.833333333333332
gi|522837953|ref|NZ_KE159519.1|:c855987-855352|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVA5|UniRef50_Q64Y32,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,636,3,0.0.0.0,4.716981132075472
gi|522837957|ref|NZ_KE159523.1|:292806-293444|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7P0K9|UniRef50_R6V7L7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,639,1,0.0.0.0,1.5649452269170578
gi|522837958|ref|NZ_KE159524.1|:c13967-13335|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMH3|UniRef50_R5DMY2,root;k_Archaea;p_Thaumarchaeota;c_;o_Nitrosopumilales;f_Nitrosopumilaceae;g_Nitrosopumilus;s_Nitrosopumilus maritimus,633,1,0.0.0.0,1.5797788309636651
gi|410101286|ref|NZ_JH976472.1|:c1166120-1165224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVM8|UniRef50_F3ZRK2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,897,1,0.0.0.0,1.1148272017837235
gi|410101286|ref|NZ_JH976472.1|:c1166120-1165224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVM8|UniRef50_F3ZRK2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,897,1,0.0.0.0,1.1148272017837235
gi|522837957|ref|NZ_KE159523.1|:174789-175685|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8J2|UniRef50_A0M554,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella intermedia,897,2,3.5.4.9,2.229654403567447
gi|522837957|ref|NZ_KE159523.1|:174789-175685|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8J2|UniRef50_A0M554,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus pumilus,897,1,3.5.4.9,1.1148272017837235
gi|522837947|ref|NZ_KE159513.1|:183413-184303|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y5X0|UniRef50_R5DE56,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium glyciniphilum,891,1,0.0.0.0,1.122334455667789
gi|522837953|ref|NZ_KE159519.1|:c1272204-1271317|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AGQ3|UniRef50_F3ZR95,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,888,1,0.0.0.0,1.1261261261261262
gi|522837953|ref|NZ_KE159519.1|:c1272204-1271317|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AGQ3|UniRef50_F3ZR95,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium psychrophilum,888,1,0.0.0.0,1.1261261261261262
gi|522837947|ref|NZ_KE159513.1|:c1883795-1882908|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ATB1|UniRef50_A6LA99,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,888,2,0.0.0.0,2.2522522522522523
gi|522837947|ref|NZ_KE159513.1|:2110956-2111846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM8|UniRef50_R5J9G5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,891,4,2.1.1.37,4.489337822671156
gi|522837954|ref|NZ_KE159520.1|:996827-997732|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU85|UniRef50_R6EV61,root;k_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_Gemmatimonas;s_Gemmatimonas phototrophica,906,3,0.0.0.0,3.3112582781456954
gi|410101288|ref|NZ_JH976474.1|:c675475-674567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5LES4|UniRef50_Q4UY06,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Alcanivoracaceae;g_Alcanivorax;s_Alcanivorax pacificus,909,2,2.7.7.4,2.2002200220022003
gi|410101288|ref|NZ_JH976474.1|:c675475-674567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5LES4|UniRef50_Q4UY06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,909,2,2.7.7.4,2.2002200220022003
gi|410101286|ref|NZ_JH976472.1|:755720-756628|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEQ7|UniRef50_A6L976,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,909,1,0.0.0.0,1.1001100110011002
gi|522837953|ref|NZ_KE159519.1|:c680371-679472|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L291|UniRef50_A6L291,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,900,3,0.0.0.0,3.333333333333333
gi|522837953|ref|NZ_KE159519.1|:c680371-679472|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L291|UniRef50_A6L291,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,900,2,0.0.0.0,2.2222222222222223
gi|522837954|ref|NZ_KE159520.1|:c710044-709145|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZR83|UniRef50_R6WVR8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia xenovorans,900,1,0.0.0.0,1.1111111111111112
gi|522837953|ref|NZ_KE159519.1|:c1657698-1656799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A017N977|UniRef50_A6L291,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,900,23,0.0.0.0,25.555555555555554
gi|522837953|ref|NZ_KE159519.1|:c1657698-1656799|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A017N977|UniRef50_A6L291,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,900,1,0.0.0.0,1.1111111111111112
gi|410101288|ref|NZ_JH976474.1|:20363-21262|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKY4|UniRef50_W0EU07,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Persicobacteraceae;g_Persicobacter;s_Persicobacter sp. JZB09,900,5,0.0.0.0,5.555555555555555
gi|410101288|ref|NZ_JH976474.1|:20363-21262|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZKY4|UniRef50_W0EU07,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Sterolibacteriaceae;g_Sulfuritalea;s_Sulfuritalea hydrogenivorans,900,1,0.0.0.0,1.1111111111111112
gi|522837947|ref|NZ_KE159513.1|:1700421-1701323|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WS02|UniRef50_E1WS02,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,903,4,0.0.0.0,4.4296788482834994
gi|522837947|ref|NZ_KE159513.1|:1700421-1701323|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WS02|UniRef50_E1WS02,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,903,6,0.0.0.0,6.644518272425249
gi|522837957|ref|NZ_KE159523.1|:c244374-243472|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2I5|UniRef50_D6D2I5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,903,1,0.0.0.0,1.1074197120708749
gi|522837957|ref|NZ_KE159523.1|:c244374-243472|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2I5|UniRef50_D6D2I5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,903,1,0.0.0.0,1.1074197120708749
gi|522837957|ref|NZ_KE159523.1|:c244374-243472|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2I5|UniRef50_D6D2I5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,903,2,0.0.0.0,2.2148394241417497
gi|522837953|ref|NZ_KE159519.1|:c1414923-1414021|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,903,28,0.0.0.0,31.007751937984494
gi|522837953|ref|NZ_KE159519.1|:c1414923-1414021|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNX0|UniRef50_R5SRH7,root,903,1,0.0.0.0,1.1074197120708749
gi|522837953|ref|NZ_KE159519.1|:c1414923-1414021|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Ornithobacterium;s_Ornithobacterium rhinotracheale,903,1,0.0.0.0,1.1074197120708749
gi|522837947|ref|NZ_KE159513.1|:c1356383-1355514|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A835|UniRef50_A6LA82,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum lipoferum,870,2,0.0.0.0,2.2988505747126435
gi|522837947|ref|NZ_KE159513.1|:c1356383-1355514|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A835|UniRef50_A6LA82,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,870,1,0.0.0.0,1.1494252873563218
gi|522837947|ref|NZ_KE159513.1|:2331942-2332817|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BE56|UniRef50_R6L9I7,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter gotjawali,876,1,0.0.0.0,1.1415525114155252
gi|522837954|ref|NZ_KE159520.1|:988452-989318|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZ32|UniRef50_D6D1M5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,867,1,0.0.0.0,1.1534025374855825
gi|522837954|ref|NZ_KE159520.1|:489727-490590|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X0L0|UniRef50_R5P7J2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,864,1,0.0.0.0,1.1574074074074074
gi|522837954|ref|NZ_KE159520.1|:489727-490590|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X0L0|UniRef50_R5P7J2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus ihbetae,864,4,0.0.0.0,4.62962962962963
gi|410101288|ref|NZ_JH976474.1|:390556-391425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAK0|UniRef50_M1P1C9,root;k_Bacteria;p_Verrucomicrobia;c_Opitutae;o_Opitutales;f_Opitutaceae;g_Opitutus;s_Opitutus terrae,870,1,0.0.0.0,1.1494252873563218
gi|522837954|ref|NZ_KE159520.1|:653445-654329|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARE8|UniRef50_F5ZF51,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pseudopedobacter;s_Pseudopedobacter saltans,885,2,0.0.0.0,2.2598870056497176
gi|410101286|ref|NZ_JH976472.1|:c188300-187419|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X0M9|UniRef50_R6X0M9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,882,1,2.3.1.39,1.1337868480725624
gi|410101285|ref|NZ_JH976471.1|:c453502-452618|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEQ3|UniRef50_R5DEQ3,root;k_Bacteria,885,1,0.0.0.0,1.1299435028248588
gi|522837954|ref|NZ_KE159520.1|:c787871-786990|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A776|UniRef50_K6A776,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,882,1,0.0.0.0,1.1337868480725624
gi|522837957|ref|NZ_KE159523.1|:c239079-238198|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BFD9|UniRef50_B3CDE3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,882,1,0.0.0.0,1.1337868480725624
gi|522837947|ref|NZ_KE159513.1|:1030799-1031710|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LB11|UniRef50_B0TGQ8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,912,1,1.3.1.14,1.0964912280701753
gi|522837953|ref|NZ_KE159519.1|:c663834-662887|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B045|UniRef50_N2B045,root;k_Bacteria,948,14,0.0.0.0,14.767932489451477
gi|522837947|ref|NZ_KE159513.1|:c296070-295123|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEW5|UniRef50_Q9S757,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Halothiobacillaceae;g_Halothiobacillus;s_Halothiobacillus sp. LS2,948,1,2.5.1.47,1.0548523206751055
gi|522837947|ref|NZ_KE159513.1|:c296070-295123|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEW5|UniRef50_Q9S757,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Neisseriaceae;g_Snodgrassella;s_Snodgrassella alvi,948,1,2.5.1.47,1.0548523206751055
