GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,42804,0.0.0.0,98854.50346420324
gi|498503065|ref|NZ_KB822571.1|:874868-876784|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A4BWH2,unclassified,1917,4,0.0.0.0,2.0865936358894106
gi|498503065|ref|NZ_KB822571.1|:c3344812-3342416|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YJ12|UniRef50_R6WLH2,unclassified,2397,5,0.0.0.0,2.0859407592824364
gi|357024158|ref|NZ_AGSN01000059.1|:57313-58752|71433|g__Mesorhizobium.s__Mesorhizobium_amorphae|UniRef90_M5F132|UniRef50_F7Y5D1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Mesorhizobium amorphae,1440,3,0.0.0.0,2.0833333333333335
gi|417725533|ref|NZ_AFGZ01000075.1|:c51173-50694|623|g__Shigella.s__Shigella_flexneri|UniRef90_B7MFJ5|UniRef50_B7MFJ5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,2.7.7.3,2.0833333333333335
gi|386395005|ref|NZ_JH600073.1|:c1125202-1124243|319003|g__Bradyrhizobium.s__Bradyrhizobium_sp_WSM1253|UniRef90_A0A023XNW5|UniRef50_L0KBM9,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|410101285|ref|NZ_JH976471.1|:262974-264413|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZW84|UniRef50_R6WUJ0,unclassified,1440,3,0.0.0.0,2.0833333333333335
gi|522837954|ref|NZ_KE159520.1|:c479756-478317|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVR4|UniRef50_G8TAC0,unclassified,1440,3,0.0.0.0,2.0833333333333335
gi|490134789|ref|NZ_KB822565.1|:c643743-642784|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZM81|UniRef50_R5AEG2,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c6694468-6693989|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D7IT57|UniRef50_E5CGQ0,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|419143930|ref|NZ_AIFV01000029.1|:c92813-91854|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q46834,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,960,2,0.0.0.0,2.0833333333333335
gi|544767932|ref|NZ_ASZV01000006.1|:5507-6946|1235457|g__Ralstonia.s__Ralstonia_sp_AU12_08|UniRef90_S9S439|UniRef50_B2JNG9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia insidiosa,1440,3,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c2017341-2016382|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YYF0|UniRef50_K5YYF0,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c6032118-6029719|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AKC8|UniRef50_N2AKC8,unclassified,2400,5,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:1563070-1566429|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5RG59,unclassified,3360,7,0.0.0.0,2.0833333333333335
gi|410101289|ref|NZ_JH976475.1|:c232853-231894|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZDD9|UniRef50_R5CEL5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,960,2,0.0.0.0,2.0833333333333335
gi|387175331|ref|NZ_JH660541.1|:2207905-2208384|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_Q8X6C4|UniRef50_Q8X6C4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|224580996|ref|NZ_GG657385.1|:c553055-552576|562|g__Shigella.s__Shigella_sp_D9|UniRef90_Q8X6C4|UniRef50_Q8X6C4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|237845672|ref|XM_002372093.1||5811|g__Toxoplasma.s__Toxoplasma_gondii|UniRef90_UPI000185F6EA|UniRef50_U5ELR1,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,480,1,0.0.0.0,2.0833333333333335
gi|476381518|ref|NZ_KB733185.1|:3728750-3729229|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8X6C4|UniRef50_Q8X6C4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|545159980|ref|NZ_KE698986.1|:c94727-94248|562|g__Escherichia.s__Escherichia_coli|UniRef90_T5RVH3|UniRef50_T5RVH3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|522837947|ref|NZ_KE159513.1|:c2165067-2164108|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZL46|UniRef50_R5MJU0,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c64210-63251|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZL46|UniRef50_R5MJU0,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|410101288|ref|NZ_JH976474.1|:c671933-670974|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5W3|UniRef50_R5FSL4,unclassified,960,2,0.0.0.0,2.0833333333333335
gi|490138457|ref|NZ_KB822569.1|:c41136-38737|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5A5|UniRef50_D6DKF9,unclassified,2400,5,6.1.1.20,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c3005125-3003206|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLZ4|UniRef50_R5UG87,unclassified,1920,4,0.0.0.0,2.0833333333333335
gi|522837947|ref|NZ_KE159513.1|:c1785167-1784688|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AXU7|UniRef50_N2AXU7,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:5265705-5266184|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z025|UniRef50_K5Z025,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|420383040|ref|NZ_AKNG01000085.1|:c59446-58967|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P39310|UniRef50_P39310,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c6547889-6547410|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AXU7|UniRef50_N2AXU7,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|498503065|ref|NZ_KB822571.1|:c4205416-4204937|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZQX7|UniRef50_F5X7E3,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|522837954|ref|NZ_KE159520.1|:c71694-71215|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2T5|UniRef50_S0FCN4,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|522837953|ref|NZ_KE159519.1|:1513052-1513531|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B1F6|UniRef50_R5DCZ7,unclassified,480,1,0.0.0.0,2.0833333333333335
gi|522837953|ref|NZ_KE159519.1|:c660797-658395|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,2403,5,2.7.13.3,2.0807324178110695
gi|555554272|ref|NZ_KI530591.1|:c41387-39465|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q928|UniRef50_Q189B8,unclassified,1923,4,6.1.1.3,2.080083203328133
gi|522837953|ref|NZ_KE159519.1|:c645850-644408|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUV8|UniRef50_R7JE84,unclassified,1443,3,0.0.0.0,2.079002079002079
gi|498503065|ref|NZ_KB822571.1|:4266559-4268001|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUV8|UniRef50_R7JE84,unclassified,1443,3,0.0.0.0,2.079002079002079
gi|498503065|ref|NZ_KB822571.1|:2975282-2978167|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZMP0|UniRef50_K5ZMP0,unclassified,2886,6,0.0.0.0,2.079002079002079
gi|498503065|ref|NZ_KB822571.1|:4520281-4521723|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y8L5|UniRef50_R5U9J2,unclassified,1443,3,0.0.0.0,2.079002079002079
gi|406351884|ref|NZ_JH815271.1|:1718906-1720348|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P21599|UniRef50_P21599,unclassified,1443,3,2.7.1.40,2.079002079002079
gi|498503065|ref|NZ_KB822571.1|:2007163-2008125|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A705|UniRef50_R5UTD2,unclassified,963,2,2.7.1.26,2.0768431983385254
gi|522837947|ref|NZ_KE159513.1|:393354-394316|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AVX4|UniRef50_N2AVX4,unclassified,963,2,0.0.0.0,2.0768431983385254
gi|555552997|ref|NZ_KI530589.1|:20677-22602|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9P3|UniRef50_F8E7F2,unclassified,1926,4,0.0.0.0,2.0768431983385254
gi|522837947|ref|NZ_KE159513.1|:c724270-722345|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGV1|UniRef50_K5ZGV1,unclassified,1926,4,0.0.0.0,2.0768431983385254
gi|410101293|ref|NZ_JH976479.1|:18106-19068|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z460|UniRef50_A6L879,unclassified,963,2,0.0.0.0,2.0768431983385254
gi|410101286|ref|NZ_JH976472.1|:c100560-97672|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AP39|UniRef50_R5ETF6,unclassified,2889,6,0.0.0.0,2.0768431983385254
gi|498503065|ref|NZ_KB822571.1|:2724651-2727059|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6APY3|UniRef50_R6HIU7,unclassified,2409,5,0.0.0.0,2.0755500207555
gi|522837955|ref|NZ_KE159521.1|:c284972-283044|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B6S5|UniRef50_N2B6S5,unclassified,1929,4,0.0.0.0,2.0736132711249353
gi|39933080|ref|NC_005296.1|:c43315-40904|1076|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris|UniRef90_unknown|UniRef50_Q89WI2,unclassified,2412,5,6.1.1.20,2.0729684908789388
gi|498503065|ref|NZ_KB822571.1|:c5628347-5625936|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A4Q6|UniRef50_K6A4Q6,unclassified,2412,5,0.0.0.0,2.0729684908789388
gi|490134789|ref|NZ_KB822565.1|:c836307-833896|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_R5QJ66,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter himalayensis,2412,5,6.1.1.4,2.0729684908789388
gi|410101288|ref|NZ_JH976474.1|:444379-448239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z5Q7|UniRef50_R6CP35,unclassified,3861,8,0.0.0.0,2.0720020720020718
gi|124265193|ref|NC_008825.1|:c2021359-2020877|105560|g__Methylibium.s__Methylibium_petroleiphilum|UniRef90_A2SH06|UniRef50_Q8D3B9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Nakamurellales;f_Nakamurellaceae;g_Nakamurella;s_Nakamurella panacisegetis,483,1,0.0.0.0,2.070393374741201
gi|417674025|ref|NZ_AFFZ01000089.1|:5139-6104|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_Q8XAJ0|UniRef50_P42601,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,966,2,0.0.0.0,2.070393374741201
gi|498503065|ref|NZ_KB822571.1|:c6499148-6498183|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZ43|UniRef50_K5ZZ43,unclassified,966,2,0.0.0.0,2.070393374741201
gi|420354066|ref|NZ_AKNB01000262.1|:11888-12370|621|g__Shigella.s__Shigella_boydii|UniRef90_A7ZQ60|UniRef50_Q12PV1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,483,1,0.0.0.0,2.070393374741201
gi|483984517|ref|NZ_KB892637.1|:c57681-57199|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036EE26D|UniRef50_G4KR30,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,483,1,0.0.0.0,2.070393374741201
gi|498503065|ref|NZ_KB822571.1|:c6497975-6497010|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YRI3|UniRef50_K5YXZ5,unclassified,966,2,0.0.0.0,2.070393374741201
gi|483984803|ref|NZ_KB892671.1|:c162749-162267|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V3U1|UniRef50_R5XT00,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,483,1,0.0.0.0,2.070393374741201
gi|387175331|ref|NZ_JH660541.1|:1945592-1946074|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P07021|UniRef50_P07021,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,483,1,0.0.0.0,2.070393374741201
gi|223667707|ref|NZ_DS264527.1|:180914-181396|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ADI0|UniRef50_A7ADI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,483,1,0.0.0.0,2.070393374741201
gi|423307260|ref|NZ_JH724268.1|:729223-729705|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_Q64WN1|UniRef50_E1WRX1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,483,1,0.0.0.0,2.070393374741201
gi|410101285|ref|NZ_JH976471.1|:1335318-1335800|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARP6|UniRef50_K6ARP6,unclassified,483,1,0.0.0.0,2.070393374741201
gi|498503065|ref|NZ_KB822571.1|:1422252-1422734|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A9S7|UniRef50_K6A9S7,unclassified,483,1,0.0.0.0,2.070393374741201
gi|490137911|ref|NZ_KB822568.1|:c56420-55455|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFA4|UniRef50_N1ZFA4,unclassified,966,2,0.0.0.0,2.070393374741201
gi|490138742|ref|NZ_KB822570.1|:9641-11572|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z4U2|UniRef50_R7LC69,unclassified,1932,4,0.0.0.0,2.070393374741201
gi|498503065|ref|NZ_KB822571.1|:c6493490-6493008|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q64WN1|UniRef50_E1WRX1,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,483,1,0.0.0.0,2.070393374741201
gi|387175331|ref|NZ_JH660541.1|:2524785-2525750|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_Q8XAJ0|UniRef50_P42601,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,966,2,0.0.0.0,2.070393374741201
gi|498503065|ref|NZ_KB822571.1|:c3909851-3909369|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTD6|UniRef50_G2SM74,unclassified,483,1,0.0.0.0,2.070393374741201
gi|483984803|ref|NZ_KB892671.1|:c128433-126985|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003782DE6|UniRef50_D3AC04,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1449,3,0.0.0.0,2.070393374741201
gi|555546126|ref|NZ_KI530573.1|:c473212-472730|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEZ6|UniRef50_V2QEZ6,unclassified,483,1,0.0.0.0,2.070393374741201
gi|452303148|ref|NZ_AEMF01000001.1|:c2912884-2912402|754333|g__Escherichia.s__Escherichia_sp_TW11588|UniRef90_P65552|UniRef50_O85341,root;k_Bacteria,483,1,0.0.0.0,2.070393374741201
gi|522837947|ref|NZ_KE159513.1|:c1736426-1735461|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ43|UniRef50_K5ZZ43,unclassified,966,2,0.0.0.0,2.070393374741201
gi|433203095|ref|NZ_ANYY01000039.1|:302579-303544|562|g__Escherichia.s__Escherichia_coli|UniRef90_C8TSW3|UniRef50_C8TSW3,unclassified,966,2,0.0.0.0,2.070393374741201
gi|365987008|ref|XM_003670288.1||27289|g__Naumovozyma.s__Naumovozyma_dairenensis|UniRef90_G8C051|UniRef50_Q43291,unclassified,483,1,0.0.0.0,2.070393374741201
gi|410101285|ref|NZ_JH976471.1|:c525975-525010|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B3Y1|UniRef50_U5Q2Z3,unclassified,966,2,0.0.0.0,2.070393374741201
gi|194434922|ref|NZ_AAMJ02000050.1|:c23274-22309|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_C8TSW3|UniRef50_C8TSW3,unclassified,966,2,0.0.0.0,2.070393374741201
gi|406351886|ref|NZ_JH815273.1|:12253-12735|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P07021|UniRef50_P07021,unclassified,483,1,0.0.0.0,2.070393374741201
gi|224580995|ref|NZ_GG657384.1|:c822167-821202|562|g__Shigella.s__Shigella_sp_D9|UniRef90_C8TSW3|UniRef50_C8TSW3,unclassified,966,2,0.0.0.0,2.070393374741201
gi|483985143|ref|NZ_KB892704.1|:84135-85100|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000376E08C|UniRef50_R6WEL5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,966,2,0.0.0.0,2.070393374741201
gi|522837947|ref|NZ_KE159513.1|:1610771-1611736|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y103|UniRef50_R6IKN9,unclassified,966,2,0.0.0.0,2.070393374741201
gi|417733171|ref|NZ_AFHB01000015.1|:c13388-12423|623|g__Shigella.s__Shigella_flexneri|UniRef90_P76254|UniRef50_P76254,unclassified,966,2,0.0.0.0,2.070393374741201
gi|522837947|ref|NZ_KE159513.1|:657966-662315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,4350,9,0.0.0.0,2.0689655172413794
gi|522837954|ref|NZ_KE159520.1|:c1068508-1066091|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B7P7|UniRef50_N2B7P7,unclassified,2418,5,0.0.0.0,2.0678246484698097
gi|498503065|ref|NZ_KB822571.1|:c4590381-4587964|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z849|UniRef50_R7JBQ6,unclassified,2418,5,0.0.0.0,2.0678246484698097
gi|498503065|ref|NZ_KB822571.1|:c1509692-1508241|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z070|UniRef50_D5ES82,unclassified,1452,3,0.0.0.0,2.066115702479339
gi|498503065|ref|NZ_KB822571.1|:c3309429-3307009|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDG3|UniRef50_R6WYF0,unclassified,2421,5,0.0.0.0,2.0652622883106155
gi|498503065|ref|NZ_KB822571.1|:815436-816404|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L849|UniRef50_A5FEC6,unclassified,969,2,1.2.1.38,2.063983488132095
gi|498503065|ref|NZ_KB822571.1|:c2567369-2566401|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A270|UniRef50_K6A270,unclassified,969,2,0.0.0.0,2.063983488132095
gi|337264537|ref|NC_015675.1|:c540295-539327|593909|g__Mesorhizobium.s__Mesorhizobium_opportunistum|UniRef90_F7Y416|UniRef50_F7Y416,unclassified,969,2,0.0.0.0,2.063983488132095
gi|522837954|ref|NZ_KE159520.1|:335221-336189|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A270|UniRef50_K6A270,unclassified,969,2,0.0.0.0,2.063983488132095
gi|410101285|ref|NZ_JH976471.1|:1242608-1244062|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARK2|UniRef50_E6SPF4,unclassified,1455,3,0.0.0.0,2.0618556701030926
gi|522837947|ref|NZ_KE159513.1|:645861-647315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YFI6|UniRef50_P52209,unclassified,1455,3,1.1.1.44,2.0618556701030926
gi|490136654|ref|NZ_KB822566.1|:431997-433451|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJK0|UniRef50_D4LM41,unclassified,1455,3,6.3.4.21,2.0618556701030926
gi|498503065|ref|NZ_KB822571.1|:c3525112-3521717|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3396,7,0.0.0.0,2.061248527679623
gi|522837954|ref|NZ_KE159520.1|:829622-830107|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A744|UniRef50_R6X5V1,unclassified,486,1,0.0.0.0,2.05761316872428
gi|406351884|ref|NZ_JH815271.1|:c2230839-2230354|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P76502|UniRef50_P76502,unclassified,486,1,0.0.0.0,2.05761316872428
gi|498503065|ref|NZ_KB822571.1|:c1312648-1312163|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AAY8|UniRef50_A6L8B3,unclassified,486,1,0.0.0.0,2.05761316872428
gi|490134789|ref|NZ_KB822565.1|:c513020-512535|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMG7|UniRef50_A6KYS6,unclassified,486,1,4.4.1.21,2.05761316872428
gi|490136654|ref|NZ_KB822566.1|:c30701-30216|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZII1|UniRef50_N1ZII1,unclassified,486,1,0.0.0.0,2.05761316872428
gi|498503065|ref|NZ_KB822571.1|:889098-889583|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YS09|UniRef50_R7CX75,unclassified,486,1,0.0.0.0,2.05761316872428
gi|410101286|ref|NZ_JH976472.1|:1100394-1100879|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMZ0|UniRef50_G8UM03,unclassified,486,1,0.0.0.0,2.05761316872428
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,1944,4,0.0.0.0,2.05761316872428
gi|498503065|ref|NZ_KB822571.1|:c2508441-2507956|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVV4|UniRef50_R6LKH5,unclassified,486,1,0.0.0.0,2.05761316872428
gi|490137911|ref|NZ_KB822568.1|:c112547-111576|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZBC1|UniRef50_Q89DJ1,root;k_Bacteria,972,2,2.7.6.1,2.05761316872428
gi|522837954|ref|NZ_KE159520.1|:1206130-1206615|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B3W6|UniRef50_N2B3W6,unclassified,486,1,0.0.0.0,2.05761316872428
gi|522837947|ref|NZ_KE159513.1|:c1370121-1369636|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A825|UniRef50_K6A825,unclassified,486,1,0.0.0.0,2.05761316872428
gi|490134789|ref|NZ_KB822565.1|:132697-133668|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZPR2|UniRef50_D4LRH9,unclassified,972,2,0.0.0.0,2.05761316872428
gi|510928816|ref|NZ_KE137293.1|:61027-61512|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZUE4|UniRef50_A7ZUE4,unclassified,486,1,4.1.1.3,2.05761316872428
gi|335053454|ref|NZ_AFIL01000021.1|:1824-2798|936048|g__Propionibacterium.s__Propionibacterium_sp_434_HC2|UniRef90_G7U897|UniRef50_G8VDA6,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,975,2,0.0.0.0,2.0512820512820515
gi|498503065|ref|NZ_KB822571.1|:c1470949-1469975|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A8H5|UniRef50_R7J4K9,unclassified,975,2,0.0.0.0,2.0512820512820515
gi|498503065|ref|NZ_KB822571.1|:3694878-3695852|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZGS4|UniRef50_K5ZGS4,unclassified,975,2,0.0.0.0,2.0512820512820515
gi|498503065|ref|NZ_KB822571.1|:5340664-5341638|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBX4|UniRef50_R5DI52,unclassified,975,2,0.0.0.0,2.0512820512820515
