GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|359796355|ref|NZ_AGUF01000026.1|:22619-23782|1147684|g__Achromobacter.s__Achromobacter_arsenitoxydans|UniRef90_R4XPD9|UniRef50_Q5P917,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium,1164,1,0.0.0.0,0.859106529209622
gi|522837958|ref|NZ_KE159524.1|:195049-196071|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BHC2|UniRef50_R5D977,root;k_Viruses;p_;c_;o_;f_Phycodnaviridae;g_;s_Chrysochromulina ericina virus,1023,2,0.0.0.0,1.9550342130987295
gi|410101286|ref|NZ_JH976472.1|:c276016-274991|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AL06|UniRef50_G8UJ93,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter cloacae,1026,1,0.0.0.0,0.9746588693957114
gi|410101287|ref|NZ_JH976473.1|:430335-431372|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI95|UniRef50_Q04A69,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,1038,7,6.3.1.1,6.74373795761079
gi|522837953|ref|NZ_KE159519.1|:c655868-654834|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZ95|UniRef50_Q8ABU3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1035,1,0.0.0.0,0.9661835748792271
gi|522837957|ref|NZ_KE159523.1|:c221371-220340|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6UYJ3|UniRef50_R6JH72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1032,6,0.0.0.0,5.813953488372093
gi|522837957|ref|NZ_KE159523.1|:c304730-303387|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BAW4|UniRef50_N2BAW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1344,1,0.0.0.0,0.744047619047619
gi|410101286|ref|NZ_JH976472.1|:692712-694055|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3N6|UniRef50_Q0SP63,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1344,1,6.1.1.22,0.744047619047619
gi|522837954|ref|NZ_KE159520.1|:c1094211-1092865|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XY81|UniRef50_R7EI38,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1347,1,0.0.0.0,0.7423904974016333
gi|522837947|ref|NZ_KE159513.1|:32549-33886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AP30|UniRef50_R6WZR6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1338,1,0.0.0.0,0.7473841554559043
gi|522837953|ref|NZ_KE159519.1|:1111784-1113121|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WTJ5|UniRef50_Q64Z15,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1338,8,4.3.2.1,5.9790732436472345
gi|522837953|ref|NZ_KE159519.1|:c481341-480007|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y8V1|UniRef50_B2RKJ1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,1335,1,0.0.0.0,0.7490636704119851
gi|522837960|ref|NZ_KE159526.1|:54654-55994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1341,5,0.0.0.0,3.7285607755406414
gi|522837960|ref|NZ_KE159526.1|:54654-55994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes,1341,3,0.0.0.0,2.237136465324385
gi|410101287|ref|NZ_JH976473.1|:752648-754009|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQP8|UniRef50_I0KBC7,root;k_Bacteria;p_Proteobacteria,1362,3,0.0.0.0,2.202643171806167
gi|522837960|ref|NZ_KE159526.1|:25284-26645|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AYR2|UniRef50_B6YRK2,root;k_Bacteria;p_Chlorobi;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Pelodictyon;s_Pelodictyon phaeoclathratiforme,1362,2,5.2.1.8,1.4684287812041115
gi|522837947|ref|NZ_KE159513.1|:178820-180187|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZSC5|UniRef50_R5RIY3,root;k_Bacteria;p_Bacteroidetes,1368,11,0.0.0.0,8.04093567251462
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1353,3,0.0.0.0,2.2172949002217295
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1353,1,0.0.0.0,0.7390983000739099
gi|410101289|ref|NZ_JH976475.1|:c308310-307003|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A525|UniRef50_Q8A525,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1308,8,6.3.5.2,6.116207951070336
gi|522837953|ref|NZ_KE159519.1|:c1442288-1440990|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VSU5|UniRef50_F0R4T0,root;k_Bacteria;p_Bacteroidetes,1299,1,0.0.0.0,0.7698229407236336
gi|522837953|ref|NZ_KE159519.1|:c1442288-1440990|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VSU5|UniRef50_F0R4T0,root;k_Bacteria,1299,2,0.0.0.0,1.539645881447267
gi|410101286|ref|NZ_JH976472.1|:c1092170-1090869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ7|UniRef50_R7EVE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1302,7,0.0.0.0,5.376344086021505
gi|410101286|ref|NZ_JH976472.1|:c1092170-1090869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ7|UniRef50_R7EVE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1302,1,0.0.0.0,0.7680491551459293
gi|410101290|ref|NZ_JH976476.1|:c391146-389842|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZA21|UniRef50_R6WZR6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1305,1,0.0.0.0,0.7662835249042146
gi|522837947|ref|NZ_KE159513.1|:367693-368994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WPT3|UniRef50_P76085,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1302,1,0.0.0.0,0.7680491551459293
gi|522837957|ref|NZ_KE159523.1|:173445-174770|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YSH5|UniRef50_R6TIJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1326,2,0.0.0.0,1.5082956259426847
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1335,6,0.0.0.0,4.49438202247191
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1335,1,0.0.0.0,0.7490636704119851
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1335,1,0.0.0.0,0.7490636704119851
gi|522837955|ref|NZ_KE159521.1|:321037-322368|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9C7|UniRef50_R5NZA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1332,1,0.0.0.0,0.7507507507507507
gi|522837947|ref|NZ_KE159513.1|:c2041989-2040661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA39|UniRef50_Q13RB8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium sp. IHB B 17019,1329,6,5.3.1.5,4.514672686230249
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1320,15,0.0.0.0,11.363636363636363
gi|522837947|ref|NZ_KE159513.1|:c1518360-1517041|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AX68|UniRef50_N2AX68,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1320,1,0.0.0.0,0.7575757575757576
gi|522837954|ref|NZ_KE159520.1|:748835-750271|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXC8|UniRef50_F0S7M9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1437,4,0.0.0.0,2.7835768963117604
gi|522837954|ref|NZ_KE159520.1|:89706-91124|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IIJ1|UniRef50_A3PW97,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae,1419,3,3.3.1.1,2.1141649048625792
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas panacis,1446,1,0.0.0.0,0.6915629322268326
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root,1446,1,0.0.0.0,0.6915629322268326
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1446,1,0.0.0.0,0.6915629322268326
gi|522837954|ref|NZ_KE159520.1|:c1344091-1342643|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A939|UniRef50_R7NXF1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1449,1,3.2.1.52,0.6901311249137336
gi|410101286|ref|NZ_JH976472.1|:968929-970314|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DDE3|UniRef50_Q7MXT8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1386,1,3.5.1.108,0.7215007215007215
gi|410101292|ref|NZ_JH976478.1|:8894-10267|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5D9A4|UniRef50_R6XM86,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella fallonii,1374,2,0.0.0.0,1.455604075691412
gi|522837957|ref|NZ_KE159523.1|:298158-299534|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BAW9|UniRef50_N2BAW9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Sporosarcina;s_Sporosarcina psychrophila,1377,1,0.0.0.0,0.7262164124909223
gi|410101288|ref|NZ_JH976474.1|:191762-193138|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLE9|UniRef50_F9ZC99,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella bongori,1377,1,0.0.0.0,0.7262164124909223
gi|410101287|ref|NZ_JH976473.1|:c423762-422356|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGJ4|UniRef50_P58696,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Runella;s_Runella slithyformis,1407,1,6.1.1.22,0.7107320540156361
gi|522837947|ref|NZ_KE159513.1|:315824-317221|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ28|UniRef50_R6Y096,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium pasteurianum,1398,1,0.0.0.0,0.715307582260372
gi|522837954|ref|NZ_KE159520.1|:191518-192915|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU76|UniRef50_F4KKM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1398,6,0.0.0.0,4.291845493562232
gi|410101285|ref|NZ_JH976471.1|:c14743-13343|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6B022|UniRef50_P08417,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1401,1,4.2.1.2,0.7137758743754461
gi|410101285|ref|NZ_JH976471.1|:c14743-13343|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6B022|UniRef50_P08417,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Cedecea;s_Cedecea neteri,1401,1,4.2.1.2,0.7137758743754461
gi|410101285|ref|NZ_JH976471.1|:c1518976-1517576|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZPN4|UniRef50_P30143,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Chromobacterium;s_Chromobacterium violaceum,1401,1,0.0.0.0,0.7137758743754461
gi|410101287|ref|NZ_JH976473.1|:c869327-868110|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQH0|UniRef50_D6D387,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1218,1,0.0.0.0,0.8210180623973727
gi|410101286|ref|NZ_JH976472.1|:c852283-851069|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZL5|UniRef50_F9D1D7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1215,5,0.0.0.0,4.11522633744856
gi|410101286|ref|NZ_JH976472.1|:c852283-851069|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZL5|UniRef50_F9D1D7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes finegoldii,1215,1,0.0.0.0,0.8230452674897119
gi|522837955|ref|NZ_KE159521.1|:144100-145311|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1H6|UniRef50_T2NB95,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Chromobacterium;s_Chromobacterium violaceum,1212,2,0.0.0.0,1.6501650165016502
gi|522837954|ref|NZ_KE159520.1|:1068735-1069946|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU02|UniRef50_R6JLD5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1212,1,0.0.0.0,0.8250825082508251
gi|522837954|ref|NZ_KE159520.1|:c1218530-1217319|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6X2|UniRef50_R7DH03,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Zobellia;s_Zobellia galactanivorans,1212,4,0.0.0.0,3.3003300330033003
gi|410101287|ref|NZ_JH976473.1|:c662790-661576|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQ13|UniRef50_R7J374,root,1215,1,2.8.1.7,0.8230452674897119
gi|522837953|ref|NZ_KE159519.1|:1612221-1613450|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1230,1,0.0.0.0,0.8130081300813008
gi|522837953|ref|NZ_KE159519.1|:650724-651953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1230,1,0.0.0.0,0.8130081300813008
gi|522837947|ref|NZ_KE159513.1|:c2115269-2114040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1230,3,0.0.0.0,2.4390243902439024
gi|522837953|ref|NZ_KE159519.1|:c1477275-1476040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1236,2,0.0.0.0,1.6181229773462784
gi|522837953|ref|NZ_KE159519.1|:c1477275-1476040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii,1236,4,0.0.0.0,3.236245954692557
gi|522837947|ref|NZ_KE159513.1|:1450421-1451614|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GTN9|UniRef50_S0GTN9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pasteurellales;f_Pasteurellaceae;g_Glaesserella;s_Glaesserella parasuis,1194,4,0.0.0.0,3.3500837520938025
gi|410101285|ref|NZ_JH976471.1|:1690519-1691712|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF5|UniRef50_R5DF76,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium glaciei,1194,1,0.0.0.0,0.8375209380234506
gi|522837947|ref|NZ_KE159513.1|:c580123-578933|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_J9GSU8|UniRef50_R5U104,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1191,3,0.0.0.0,2.5188916876574305
gi|522837947|ref|NZ_KE159513.1|:c580123-578933|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_J9GSU8|UniRef50_R5U104,root,1191,1,0.0.0.0,0.8396305625524769
gi|410101288|ref|NZ_JH976474.1|:c586862-585654|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQT9|UniRef50_R5AN19,root,1209,4,0.0.0.0,3.3085194375516953
gi|522837947|ref|NZ_KE159513.1|:459306-460505|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LD11|UniRef50_Q8DNL6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1200,10,0.0.0.0,8.333333333333334
gi|522837959|ref|NZ_KE159525.1|:46257-47459|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AX65|UniRef50_H1Y8J6,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niabella;s_Niabella soli,1203,1,0.0.0.0,0.8312551953449708
gi|522837957|ref|NZ_KE159523.1|:165611-166879|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X734|UniRef50_R6A8Z9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1269,6,0.0.0.0,4.728132387706856
gi|522837957|ref|NZ_KE159523.1|:165611-166879|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X734|UniRef50_R6A8Z9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1269,2,0.0.0.0,1.5760441292356187
gi|522837947|ref|NZ_KE159513.1|:c533074-531803|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MU77,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1272,2,2.7.2.3,1.572327044025157
gi|522837947|ref|NZ_KE159513.1|:c533074-531803|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MU77,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1272,1,2.7.2.3,0.7861635220125786
gi|522837947|ref|NZ_KE159513.1|:c533074-531803|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MU77,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1272,1,2.7.2.3,0.7861635220125786
gi|522837953|ref|NZ_KE159519.1|:1408140-1409432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNY2|UniRef50_R6C517,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,1293,2,0.0.0.0,1.5467904098994587
gi|410101286|ref|NZ_JH976472.1|:c272535-271243|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WWI4|UniRef50_D5ESJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1293,6,0.0.0.0,4.640371229698376
gi|410101285|ref|NZ_JH976471.1|:c1191942-1190650|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVN0|UniRef50_A6GW04,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Petrimonas;s_Petrimonas mucosa,1293,1,6.1.1.1,0.7733952049497294
gi|522837956|ref|NZ_KE159522.1|:c334784-333495|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L260|UniRef50_Q89YI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1290,3,0.0.0.0,2.3255813953488373
gi|522837956|ref|NZ_KE159522.1|:c334784-333495|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L260|UniRef50_Q89YI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1290,1,0.0.0.0,0.7751937984496123
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1290,2,1.6.5.8,1.5503875968992247
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root,1290,3,1.6.5.8,2.3255813953488373
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,1290,2,1.6.5.8,1.5503875968992247
