GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|490138457|ref|NZ_KB822569.1|:c172746-171190|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5L4|UniRef50_N1Z5L4,unclassified,1557,2,0.0.0.0,1.2845215157353886
gi|555552016|ref|NZ_KI530588.1|:80682-82238|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QE14|UniRef50_Q1GB50,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,1557,2,0.0.0.0,1.2845215157353886
gi|498503065|ref|NZ_KB822571.1|:1633850-1636189|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZVC8|UniRef50_R6IS99,unclassified,2340,3,0.0.0.0,1.2820512820512822
gi|555552997|ref|NZ_KI530589.1|:c108755-107976|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9Z5|UniRef50_F8E7Z4,unclassified,780,1,0.0.0.0,1.282051282051282
gi|490134789|ref|NZ_KB822565.1|:26245-27024|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R9KF76|UniRef50_G2T5H1,unclassified,780,1,0.0.0.0,1.282051282051282
gi|483985125|ref|NZ_KB892702.1|:93436-94215|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037F2488|UniRef50_R6NP62,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,780,1,0.0.0.0,1.282051282051282
gi|490134789|ref|NZ_KB822565.1|:c1054355-1052796|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZBN0|UniRef50_R6A942,unclassified,1560,2,0.0.0.0,1.282051282051282
gi|490136654|ref|NZ_KB822566.1|:35165-35944|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZII9|UniRef50_O83296,unclassified,780,1,0.0.0.0,1.282051282051282
gi|211596891|ref|NZ_DS264345.1|:706980-707759|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KP23|UniRef50_A5KL04,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria,780,1,0.0.0.0,1.282051282051282
gi|410101290|ref|NZ_JH976476.1|:c412850-412071|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y558|UniRef50_K5Y558,unclassified,780,1,0.0.0.0,1.282051282051282
gi|410101286|ref|NZ_JH976472.1|:c914518-912959|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YS25|UniRef50_R6DK64,unclassified,1560,2,0.0.0.0,1.282051282051282
gi|498503065|ref|NZ_KB822571.1|:c1827708-1826929|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTZ7|UniRef50_R6CKA3,unclassified,780,1,2.7.7.85,1.282051282051282
gi|498503065|ref|NZ_KB822571.1|:c1827708-1826929|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTZ7|UniRef50_R6CKA3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,780,1,2.7.7.85,1.282051282051282
gi|211596891|ref|NZ_DS264345.1|:706980-707759|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KP23|UniRef50_A5KL04,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,780,1,0.0.0.0,1.282051282051282
gi|498503065|ref|NZ_KB822571.1|:1590480-1591259|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z0B6|UniRef50_K5Z0B6,unclassified,780,1,0.0.0.0,1.282051282051282
gi|211596891|ref|NZ_DS264345.1|:706980-707759|33039|g__Blautia.s__Ruminococcus_torques|UniRef90_A5KP23|UniRef50_A5KL04,root,780,1,0.0.0.0,1.282051282051282
gi|498503065|ref|NZ_KB822571.1|:c2433847-2431505|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL2|UniRef50_K5ZRL2,unclassified,2343,3,0.0.0.0,1.2804097311139564
gi|522837954|ref|NZ_KE159520.1|:736600-738942|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ATD0|UniRef50_K6ATD0,unclassified,2343,3,0.0.0.0,1.2804097311139564
gi|490138457|ref|NZ_KB822569.1|:c111683-110121|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB99|UniRef50_N1ZB99,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria monocytogenes,1563,2,0.0.0.0,1.2795905310300704
gi|498503065|ref|NZ_KB822571.1|:6180030-6181592|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z863|UniRef50_K5Z863,unclassified,1563,2,0.0.0.0,1.2795905310300704
gi|490138457|ref|NZ_KB822569.1|:c111683-110121|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB99|UniRef50_N1ZB99,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria;s_Listeria innocua,1563,2,0.0.0.0,1.2795905310300704
gi|522837953|ref|NZ_KE159519.1|:c558887-558105|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AUU4|UniRef50_N2AUU4,unclassified,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:1673082-1674647|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6W5|UniRef50_R5AL42,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylococcus;s_Methylococcus capsulatus,1566,2,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:c877734-876952|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZMF5|UniRef50_R6L944,unclassified,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:c877734-876952|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZMF5|UniRef50_R6L944,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:2705799-2706581|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YU72|UniRef50_A6LFV1,unclassified,783,1,3.11.1.1,1.277139208173691
gi|483984714|ref|NZ_KB892660.1|:c230517-229735|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000381E87C|UniRef50_UPI000381E87C,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,783,1,0.0.0.0,1.277139208173691
gi|490138457|ref|NZ_KB822569.1|:179503-181068|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAS8|UniRef50_N1ZAS8,unclassified,1566,2,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:3028869-3029651|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZA52|UniRef50_K0JWR7,unclassified,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:5351875-5353440|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBX0|UniRef50_R5LZJ6,unclassified,1566,2,0.0.0.0,1.277139208173691
gi|522837947|ref|NZ_KE159513.1|:444833-446398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBX0|UniRef50_R5LZJ6,unclassified,1566,2,0.0.0.0,1.277139208173691
gi|522837953|ref|NZ_KE159519.1|:c1491703-1490135|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZER3|UniRef50_R5MQJ3,unclassified,1569,2,0.0.0.0,1.2746972594008923
gi|498503065|ref|NZ_KB822571.1|:1604107-1605675|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A8T4|UniRef50_R6CLN7,unclassified,1569,2,0.0.0.0,1.2746972594008923
gi|522837953|ref|NZ_KE159519.1|:c373837-368345|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B002|UniRef50_N2B002,unclassified,5493,7,0.0.0.0,1.2743491716730384
gi|522837957|ref|NZ_KE159523.1|:c258032-257247|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7J4Q7,unclassified,786,1,2.3.1.129,1.272264631043257
gi|490136654|ref|NZ_KB822566.1|:c216400-214829|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJS0|UniRef50_N1ZJS0,unclassified,1572,2,0.0.0.0,1.272264631043257
gi|410101288|ref|NZ_JH976474.1|:c455607-454822|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5E1|UniRef50_K6A5E1,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:c3860850-3860065|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YLU8|UniRef50_G8UPY9,unclassified,786,1,0.0.0.0,1.272264631043257
gi|331640197|ref|NZ_GL890554.1|:c145062-144277|658083|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA|UniRef90_R6RGR3|UniRef50_I1EUI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,786,1,0.0.0.0,1.272264631043257
gi|256402712|ref|NZ_GG698589.1|:713106-713891|1322|g__Blautia.s__Blautia_hansenii|UniRef90_R6S803|UniRef50_R5X4N7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,786,1,0.0.0.0,1.272264631043257
gi|410101285|ref|NZ_JH976471.1|:476549-477334|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AUM4|UniRef50_I3ZL42,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:c1266914-1266129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WRT3|UniRef50_L7YE98,root;k_Bacteria;p_Bacteroidetes;c_Saprospiria;o_Saprospirales;f_Saprospiraceae;g_Saprospira;s_Saprospira grandis,786,1,3.4.11.18,1.272264631043257
gi|522837960|ref|NZ_KE159526.1|:55999-56784|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WRT3|UniRef50_L7YE98,root;k_Bacteria;p_Bacteroidetes;c_Saprospiria;o_Saprospirales;f_Saprospiraceae;g_Saprospira;s_Saprospira grandis,786,1,3.4.11.18,1.272264631043257
gi|522837953|ref|NZ_KE159519.1|:1085375-1086160|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTH7|UniRef50_K5ZTH7,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:306882-307667|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZP18|UniRef50_K5ZP18,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:4309284-4310069|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AH79|UniRef50_E6STM7,unclassified,786,1,0.0.0.0,1.272264631043257
gi|490138457|ref|NZ_KB822569.1|:c167792-165435|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5K9|UniRef50_N1Z5K9,unclassified,2358,3,0.0.0.0,1.272264631043257
gi|522837953|ref|NZ_KE159519.1|:c603125-602340|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AH79|UniRef50_E6STM7,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:c1626180-1625395|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZVC2|UniRef50_Q8A403,unclassified,786,1,0.0.0.0,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:5703028-5705388|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5S343,unclassified,2361,3,0.0.0.0,1.2706480304955525
gi|498503065|ref|NZ_KB822571.1|:5981272-5982846|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z5R5|UniRef50_R5MQJ3,unclassified,1575,2,0.0.0.0,1.2698412698412698
gi|555549731|ref|NZ_KI530584.1|:c220454-218880|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QFN6|UniRef50_Q7MAI3,unclassified,1575,2,6.3.4.2,1.2698412698412698
gi|555546126|ref|NZ_KI530573.1|:895444-896232|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RKZ2|UniRef50_B8GW31,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|555546126|ref|NZ_KI530573.1|:c111693-110905|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q487|UniRef50_A0LK05,unclassified,789,1,2.5.1.55,1.2674271229404308
gi|410101287|ref|NZ_JH976473.1|:c663728-662940|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YK40|UniRef50_R5GT22,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|522837953|ref|NZ_KE159519.1|:1477637-1478425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B1I4|UniRef50_R7DL55,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|490137351|ref|NZ_KB822567.1|:c252534-251746|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z7G8|UniRef50_N1Z7G8,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|555549731|ref|NZ_KI530584.1|:c299935-299147|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QFW6|UniRef50_V2QFW6,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|498503065|ref|NZ_KB822571.1|:c6799761-6798973|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2ASW3|UniRef50_N2ASW3,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|483985125|ref|NZ_KB892702.1|:63234-64022|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037DA9D8|UniRef50_R5I5X8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,789,1,0.0.0.0,1.2674271229404308
gi|483984922|ref|NZ_KB892682.1|:232232-233020|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037CA353|UniRef50_R6VP84,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,789,1,2.7.8.26,1.2674271229404308
gi|522837954|ref|NZ_KE159520.1|:734858-736435|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTD7|UniRef50_R6HM50,unclassified,1578,2,0.0.0.0,1.2674271229404308
gi|410101285|ref|NZ_JH976471.1|:c696304-694727|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YY74|UniRef50_K5YY74,unclassified,1578,2,0.0.0.0,1.2674271229404308
gi|498503065|ref|NZ_KB822571.1|:6832038-6832826|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZYK6|UniRef50_R5DG34,unclassified,789,1,1.4.1.21,1.2674271229404308
gi|522837954|ref|NZ_KE159520.1|:c852553-851765|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B816|UniRef50_Q8A1S2,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|522837956|ref|NZ_KE159522.1|:281254-282042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBK6|UniRef50_K5ZBK6,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter gotjawali,789,1,0.0.0.0,1.2674271229404308
gi|498503065|ref|NZ_KB822571.1|:c1113365-1112577|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8UQE4,unclassified,789,1,0.0.0.0,1.2674271229404308
gi|498503065|ref|NZ_KB822571.1|:1261047-1262627|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ACD0|UniRef50_K6ACD0,unclassified,1581,2,0.0.0.0,1.2650221378874131
gi|522837947|ref|NZ_KE159513.1|:c2169011-2166636|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYB9|UniRef50_R5DDI5,unclassified,2376,3,2.7.13.3,1.2626262626262628
gi|498503065|ref|NZ_KB822571.1|:c1384867-1384076|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niastella;s_Niastella koreensis,792,1,0.0.0.0,1.2626262626262625
gi|555546126|ref|NZ_KI530573.1|:c223418-222627|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RN84|UniRef50_D4H2N4,root;k_Archaea;p_Euryarchaeota;c_;o_;f_;g_;s_uncultured marine group II/III euryarchaeote KM3_139_C07,792,1,0.0.0.0,1.2626262626262625
gi|522837959|ref|NZ_KE159525.1|:49701-50492|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,792,1,0.0.0.0,1.2626262626262625
gi|410101290|ref|NZ_JH976476.1|:c366189-364606|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAI5|UniRef50_R6DXL9,unclassified,1584,2,0.0.0.0,1.2626262626262625
gi|498503065|ref|NZ_KB822571.1|:c1384867-1384076|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Citromicrobium;s_Citromicrobium sp. JL477,792,1,0.0.0.0,1.2626262626262625
gi|522837959|ref|NZ_KE159525.1|:49701-50492|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus pneumoniae,792,1,0.0.0.0,1.2626262626262625
gi|522837959|ref|NZ_KE159525.1|:49701-50492|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus durans,792,1,0.0.0.0,1.2626262626262625
gi|483984517|ref|NZ_KB892637.1|:c511955-511164|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000372A081|UniRef50_R6V5W9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,792,1,0.0.0.0,1.2626262626262625
gi|483984517|ref|NZ_KB892637.1|:c226171-224585|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037C8119|UniRef50_F7KEP1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1587,2,0.0.0.0,1.260239445494644
gi|522837953|ref|NZ_KE159519.1|:c591355-589769|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AH75|UniRef50_R5ETA7,unclassified,1587,2,0.0.0.0,1.260239445494644
gi|498503065|ref|NZ_KB822571.1|:c6602833-6600449|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AMG6|UniRef50_N2AMG6,unclassified,2385,3,0.0.0.0,1.257861635220126
gi|522837958|ref|NZ_KE159524.1|:272679-273473|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRU2|UniRef50_K5ZRU2,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|498503065|ref|NZ_KB822571.1|:c1002243-1000654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BFE6|UniRef50_R5FRT3,unclassified,1590,2,0.0.0.0,1.2578616352201257
gi|490136654|ref|NZ_KB822566.1|:434102-434896|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZKB0|UniRef50_R6QDQ9,unclassified,795,1,2.7.2.11,1.2578616352201257
gi|490134789|ref|NZ_KB822565.1|:45863-46657|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZUF9|UniRef50_C9XM31,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|498503065|ref|NZ_KB822571.1|:2101150-2102739|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A769|UniRef50_D5EWJ8,unclassified,1590,2,0.0.0.0,1.2578616352201257
gi|410101293|ref|NZ_JH976479.1|:35918-36712|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRU2|UniRef50_K5ZRU2,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|498503065|ref|NZ_KB822571.1|:c6529058-6528264|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ALU3|UniRef50_R7NT17,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|555552016|ref|NZ_KI530588.1|:c226554-224965|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9G0|UniRef50_B0C3D3,unclassified,1590,2,2.3.1.182,1.2578616352201257
gi|555546126|ref|NZ_KI530573.1|:c814875-814081|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q0P1|UniRef50_D4H3I4,root;k_Bacteria;p_Elusimicrobia;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium;s_Endomicrobium proavitum,795,1,0.0.0.0,1.2578616352201257
gi|490137351|ref|NZ_KB822567.1|:c119596-118802|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZGF8|UniRef50_R6PSY5,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|522837954|ref|NZ_KE159520.1|:c801344-799755|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A769|UniRef50_D5EWJ8,unclassified,1590,2,0.0.0.0,1.2578616352201257
gi|498503065|ref|NZ_KB822571.1|:c675573-674779|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRT7|UniRef50_F9D137,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|490137911|ref|NZ_KB822568.1|:c62712-61918|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB63|UniRef50_R6PMP4,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|522837947|ref|NZ_KE159513.1|:c1766336-1765542|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ALU3|UniRef50_R7NT17,unclassified,795,1,0.0.0.0,1.2578616352201257
gi|498503065|ref|NZ_KB822571.1|:3769365-3770162|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU60|UniRef50_G8UMU3,unclassified,798,1,0.0.0.0,1.2531328320802004
gi|387175331|ref|NZ_JH660541.1|:548032-548829|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_unknown|UniRef50_B7MUC3,unclassified,798,1,4.1.1.23,1.2531328320802004
gi|498503065|ref|NZ_KB822571.1|:c1514589-1513792|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A8L6|UniRef50_K6A8L6,unclassified,798,1,0.0.0.0,1.2531328320802004
gi|490136654|ref|NZ_KB822566.1|:228929-229726|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDV9|UniRef50_N1ZDV9,unclassified,798,1,0.0.0.0,1.2531328320802004
gi|522837960|ref|NZ_KE159526.1|:91039-92637|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IIS7|UniRef50_R6S9D4,unclassified,1599,2,0.0.0.0,1.2507817385866167
gi|522837947|ref|NZ_KE159513.1|:2250138-2251736|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BIQ9|UniRef50_A6L717,unclassified,1599,2,0.0.0.0,1.2507817385866167
gi|555552016|ref|NZ_KI530588.1|:126566-127366|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QE51|UniRef50_V2QE51,unclassified,801,1,0.0.0.0,1.2484394506866416
gi|410101285|ref|NZ_JH976471.1|:c150274-149474|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEL8|UniRef50_Q650L9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,801,1,3.6.1.27,1.2484394506866416
gi|555549731|ref|NZ_KI530584.1|:295519-296319|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QC77|UniRef50_V2QC77,unclassified,801,1,0.0.0.0,1.2484394506866416
gi|522837958|ref|NZ_KE159524.1|:120847-121647|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRY1|UniRef50_D2QJ17,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas,801,1,0.0.0.0,1.2484394506866416
gi|483997919|ref|NZ_KB893859.1|:c14961-14161|375|g__Bradyrhizobium.s__Bradyrhizobium_japonicum|UniRef90_UPI00037DDF37|UniRef50_Q28RH9,unclassified,801,1,0.0.0.0,1.2484394506866416
gi|483984922|ref|NZ_KB892682.1|:166287-167087|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036C9353|UniRef50_UPI00036C9353,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,801,1,0.0.0.0,1.2484394506866416
gi|522837956|ref|NZ_KE159522.1|:c160646-159846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLV2|UniRef50_R7JNW1,unclassified,801,1,0.0.0.0,1.2484394506866416
gi|498503065|ref|NZ_KB822571.1|:c3063319-3062519|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLV2|UniRef50_R7JNW1,unclassified,801,1,0.0.0.0,1.2484394506866416
gi|522837955|ref|NZ_KE159521.1|:c317758-316154|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQF7|UniRef50_Q8UEY5,unclassified,1605,2,6.3.4.2,1.2461059190031152
