GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|311103224|ref|NC_014640.1|:c683893-680963|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_unknown|UniRef50_R4WT31,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,2931,1,1.17.4.1,0.34118048447628796
gi|486747590|gb|AIRF01000027.1|:6684-7259|1351|g__Enterococcus.s__Enterococcus_faecalis|UniRef90_R2IMF2|UniRef50_Q8VL19,root,576,5,0.0.0.0,8.680555555555555
gi|552941973|ref|NZ_KI518280.1|:176166-176714|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_R9JY19|UniRef50_B9DXL6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,549,2,0.0.0.0,3.6429872495446265
gi|552941973|ref|NZ_KI518280.1|:219316-219693|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_C4ZE54|UniRef50_Q893D4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,378,3,0.0.0.0,7.936507936507937
gi|552942425|ref|NZ_KI518290.1|:c159120-157966|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7T1T7|UniRef50_R6Y0J4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1155,1,0.0.0.0,0.8658008658008658
gi|552942425|ref|NZ_KI518290.1|:c1831-599|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7T1Z2|UniRef50_D4M0G4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1233,2,0.0.0.0,1.6220600162206
gi|552942425|ref|NZ_KI518290.1|:c69420-68773|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7T1E6|UniRef50_D9R7F5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,648,1,0.0.0.0,1.5432098765432098
gi|552941723|ref|NZ_KI518263.1|:359191-361461|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7T1K1|UniRef50_R9K600,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2271,2,0.0.0.0,0.8806693086745927
gi|552942425|ref|NZ_KI518290.1|:c58264-57341|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7TW08|UniRef50_C9XJ96,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,924,2,2.7.13.3,2.1645021645021645
gi|552941973|ref|NZ_KI518280.1|:219696-220556|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7SAF1|UniRef50_D4LWS7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,861,4,0.0.0.0,4.645760743321719
gi|558684762|ref|NC_022878.1|:726761-726952|53346|g__Enterococcus.s__Enterococcus_mundtii|UniRef90_V5XSX7|UniRef50_V5XSX7,root;k_Bacteria,192,1,0.0.0.0,5.208333333333333
gi|558684762|ref|NC_022878.1|:c2988314-2988153|53346|g__Enterococcus.s__Enterococcus_mundtii|UniRef90_V5XTJ0|UniRef50_S6C3I4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,162,1,0.0.0.0,6.172839506172839
gi|510929623|ref|NZ_ASWF01000006.1|:1-352|71452|g__Enterococcus.s__Enterococcus_raffinosus|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria,352,1,0.0.0.0,2.8409090909090913
gi|510929623|ref|NZ_ASWF01000006.1|:1-352|71452|g__Enterococcus.s__Enterococcus_raffinosus|UniRef90_A0A024PJX1|UniRef50_R9J2S6,root;k_Bacteria;p_Firmicutes;c_Bacilli,352,1,0.0.0.0,2.8409090909090913
gi|323341587|ref|NZ_ACLK02000001.1|:632288-632605|1648|g__Erysipelothrix.s__Erysipelothrix_rhusiopathiae|UniRef90_UPI0001F857D7|UniRef50_F5XS62,root;k_Bacteria,318,3,0.0.0.0,9.433962264150944
gi|209401214|ref|NZ_CH672390.1|:3235071-3236741|237727|g__Erythrobacter.s__Erythrobacter_sp_NAP1|UniRef90_A3WG90|UniRef50_P98056,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Xanthobacter;s_Xanthobacter autotrophicus,1671,2,0.0.0.0,1.196888090963495
gi|487546719|ref|NZ_AQDN01000073.1|:31990-32493|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0A9A4|UniRef50_P0A9A4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,504,2,0.0.0.0,3.9682539682539684
gi|433074199|ref|NZ_ANXX01000077.1|:c50398-50150|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AAM9|UniRef50_P0AAM9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,249,2,0.0.0.0,8.032128514056225
gi|545146231|ref|NZ_AVSF01000121.1|:c130923-129034|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5EZ07|UniRef50_B1XYL1,root;k_Bacteria,1890,1,0.0.0.0,0.5291005291005292
gi|425363354|ref|NZ_JH952880.1|:c186919-185507|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39389|UniRef50_P39389,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1413,1,0.0.0.0,0.7077140835102619
gi|444933479|ref|NZ_AODY01000204.1|:c137219-136155|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5F3A8|UniRef50_B5R9D9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1065,1,0.0.0.0,0.9389671361502347
gi|545271833|ref|NZ_KE701777.1|:c196408-195500|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5F416|UniRef50_Q4UY06,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,909,1,2.7.7.4,1.1001100110011002
gi|445034651|ref|NZ_AOER01000086.1|:c17310-15634|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q1RAI4|UniRef50_Q8ZNT5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1677,1,2.7.7.65,0.5963029218843172
gi|487685320|ref|NZ_APWY01000265.1|:18084-19028|562|g__Escherichia.s__Escherichia_coli|UniRef90_P33591|UniRef50_P33591,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,945,1,0.0.0.0,1.0582010582010584
gi|424103005|ref|NZ_JH710322.1|:c213789-212446|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q32G87|UniRef50_B0KR46,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1344,1,3.5.3.23,0.744047619047619
gi|545233103|ref|NZ_KE700096.1|:c502190-500841|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39357|UniRef50_P39357,root;k_Bacteria,1350,1,0.0.0.0,0.7407407407407407
gi|545163134|ref|NZ_KE699093.1|:c216503-215310|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37631|UniRef50_P37631,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1194,1,0.0.0.0,0.8375209380234506
gi|486028684|ref|NZ_APZJ01000054.1|:132823-132936|562|g__Escherichia.s__Escherichia_coli|UniRef90_A0A023Z1J3|UniRef50_A0A023Z1J3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,114,1,0.0.0.0,8.771929824561402
gi|545234276|ref|NZ_KE700204.1|:c739271-736641|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q1LTQ4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2631,1,6.1.1.7,0.38008361839604715
gi|423704555|ref|NZ_JH768587.1|:577756-579801|562|g__Escherichia.s__Escherichia_coli|UniRef90_P77455|UniRef50_P77455,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2046,1,0.0.0.0,0.4887585532746824
gi|476380783|ref|NZ_KB732530.1|:c3430809-3429127|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q46839|UniRef50_P71067,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1683,1,0.0.0.0,0.5941770647653001
gi|238899406|ref|NC_012759.1|:c155425-152828|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P33129,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2598,1,0.0.0.0,0.3849114703618168
gi|545288843|ref|NZ_KE702385.1|:331253-332341|562|g__Escherichia.s__Escherichia_coli|UniRef90_P21514|UniRef50_P21514,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1089,1,0.0.0.0,0.9182736455463728
gi|485842668|ref|NZ_APXM01000146.1|:c2229-1105|562|g__Escherichia.s__Escherichia_coli|UniRef90_P25740|UniRef50_P25740,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1125,1,0.0.0.0,0.8888888888888888
gi|487653218|ref|NZ_AQEQ01000015.1|:c148424-148074|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37008|UniRef50_P37008,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,351,1,0.0.0.0,2.8490028490028494
gi|417184772|ref|NZ_AEZT02000034.1|:77260-78672|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0AD62|UniRef50_P0AD62,root,1413,1,2.7.1.40,0.7077140835102619
gi|301304102|ref|NZ_ADWT01000020.1|:58245-58382|562|g__Escherichia.s__Escherichia_coli|UniRef90_D7XZP8|UniRef50_E1RS53,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,138,2,0.0.0.0,14.492753623188404
gi|238899406|ref|NC_012759.1|:1535980-1536285|562|g__Escherichia.s__Escherichia_coli|UniRef90_P76163|UniRef50_P76163,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,306,1,0.0.0.0,3.2679738562091503
gi|418958463|ref|NZ_AICK01000021.1|:c52665-51877|562|g__Escherichia.s__Escherichia_coli|UniRef90_C9QYF8|UniRef50_J7R0X4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,789,1,0.0.0.0,1.2674271229404308
gi|545165654|ref|NZ_KE699258.1|:98446-100767|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2322,1,0.0.0.0,0.43066322136089574
gi|452215505|ref|NZ_CM000960.1|:2754153-2755394|562|g__Escherichia.s__Escherichia_coli|UniRef90_P32053|UniRef50_P32053,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1242,1,0.0.0.0,0.8051529790660226
gi|386593590|ref|NC_017625.1|:c2681044-2680151|562|g__Escherichia.s__Escherichia_coli|UniRef90_P11072|UniRef50_P11072,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,894,1,0.0.0.0,1.1185682326621924
gi|419292822|ref|NZ_AIGW01000002.1|:c3510-1552|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q9ZGR8|UniRef50_Q9S4W2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1959,1,0.0.0.0,0.5104645227156712
gi|386632422|ref|NC_017652.1|:4731779-4731922|562|g__Escherichia.s__Escherichia_coli|UniRef90_B6I601|UniRef50_G7RAI4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,144,1,0.0.0.0,6.944444444444445
gi|545299783|ref|NZ_KE702656.1|:1325227-1326168|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZNY5|UniRef50_Q8XE94,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,942,1,3.2.2.8,1.0615711252653928
gi|419883229|ref|NZ_AJVT01000300.1|:c580-1|562|g__Escherichia.s__Escherichia_coli|UniRef90_I4QBN4|UniRef50_I4QBN4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,580,1,1.7.99.4,1.7241379310344829
gi|485865088|ref|NZ_APYD01000050.1|:c29838-25510|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P52143,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,4329,1,0.0.0.0,0.231000231000231
gi|417118400|ref|NZ_AEZI02000026.1|:393790-395448|562|g__Escherichia.s__Escherichia_coli|UniRef90_P75828|UniRef50_P75828,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1659,1,0.0.0.0,0.6027727546714888
gi|510921552|ref|NZ_KE137120.1|:123288-124304|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q0TI47|UniRef50_Q46ZM0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1017,1,0.0.0.0,0.9832841691248771
gi|476381512|ref|NZ_KB733179.1|:2156274-2156627|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37309|UniRef50_P15905,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,354,1,0.0.0.0,2.824858757062147
gi|429953373|ref|NZ_KB021465.1|:c40345-39889|562|g__Escherichia.s__Escherichia_coli|UniRef90_L2CS94|UniRef50_E6PKC3,root;k_Bacteria,457,1,0.0.0.0,2.1881838074398248
gi|422356497|ref|NZ_GG772990.1|:84480-84608|562|g__Escherichia.s__Escherichia_coli|UniRef90_E6A9W8|UniRef50_M9BSW4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,129,1,0.0.0.0,7.751937984496124
gi|510913921|ref|NZ_KE136722.1|:1579735-1581681|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_Q32DZ9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1947,1,0.0.0.0,0.5136106831022085
gi|417290367|ref|NZ_AFAH02000002.1|:c40663-40244|562|g__Escherichia.s__Escherichia_coli|UniRef90_I2ZV43|UniRef50_I2ZV43,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,420,1,0.0.0.0,2.380952380952381
gi|487623467|ref|NZ_AQED01000161.1|:c1727-264|562|g__Escherichia.s__Escherichia_coli|UniRef90_P31448|UniRef50_P31448,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1464,1,0.0.0.0,0.6830601092896175
gi|417943337|ref|NZ_AFVX01000001.1|:267769-268141|562|g__Escherichia.s__Escherichia_coli|UniRef90_P31068|UniRef50_P15934,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,373,1,0.0.0.0,2.680965147453083
gi|386703215|ref|NC_017663.1|:c707515-707036|562|g__Escherichia.s__Escherichia_coli|UniRef90_H9UPT8|UniRef50_H9UPT8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,480,1,0.0.0.0,2.0833333333333335
gi|387605479|ref|NC_017626.1|:401974-402135|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_C6UY37,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,162,1,0.0.0.0,6.172839506172839
gi|419867838|ref|NZ_AJVR01000002.1|:c114304-114107|562|g__Escherichia.s__Escherichia_coli|UniRef90_I4PER2|UniRef50_I4PER2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,198,1,0.0.0.0,5.05050505050505
gi|300946329|ref|NZ_GG772785.1|:1-147|562|g__Escherichia.s__Escherichia_coli|UniRef90_D8AG35|UniRef50_B7NQX3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,147,1,0.0.0.0,6.802721088435375
gi|506940585|ref|NZ_AOQF01000001.1|:c27776-27489|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P64447,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,288,1,0.0.0.0,3.4722222222222223
gi|300921636|ref|NZ_GG771800.1|:1-1789|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1789,1,0.0.0.0,0.5589714924538849
gi|417868473|ref|NZ_AFST01000026.1|:5211-6134|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_G2BB64,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,924,1,0.0.0.0,1.0822510822510822
gi|300921700|ref|NZ_GG771864.1|:16014-16958|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_C3T922,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,945,1,0.0.0.0,1.0582010582010584
gi|417628638|ref|NZ_AFDZ01000016.1|:c283732-282512|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_I2EJM8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1221,1,2.6.1.81,0.8190008190008189
gi|425306750|ref|NZ_JH965400.1|:76037-77197|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P0ADT7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1161,1,0.0.0.0,0.8613264427217915
gi|506939335|ref|NZ_AOQJ01000079.1|:c30106-28811|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P0A6X2,root;k_Bacteria,1296,1,1.2.1.70,0.7716049382716049
gi|419925315|ref|NZ_AJWQ01000215.1|:1-2367|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P32051,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2367,1,0.0.0.0,0.4224757076468103
gi|218547440|ref|NC_011740.1|:c585228-584719|564|g__Escherichia.s__Escherichia_fergusonii|UniRef90_P0AG19|UniRef50_P0AG19,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,510,1,0.0.0.0,1.9607843137254901
gi|422803864|ref|NZ_GL870856.1|:c151771-150359|564|g__Escherichia.s__Escherichia_fergusonii|UniRef90_P39389|UniRef50_P39389,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1413,1,0.0.0.0,0.7077140835102619
gi|218547440|ref|NC_011740.1|:527594-528898|564|g__Escherichia.s__Escherichia_fergusonii|UniRef90_P0AEW8|UniRef50_P0AEW8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1305,1,2.7.1.73,0.7662835249042146
gi|406351886|ref|NZ_JH815273.1|:640338-640928|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_A8AQ34|UniRef50_A9NAA5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,591,1,0.0.0.0,1.6920473773265652
gi|406351884|ref|NZ_JH815271.1|:1190706-1191269|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P76053|UniRef50_P76053,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,564,1,0.0.0.0,1.773049645390071
gi|406351886|ref|NZ_JH815273.1|:c526087-525605|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q46866|UniRef50_Q46866,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,483,1,0.0.0.0,2.070393374741201
gi|406351884|ref|NZ_JH815271.1|:1563358-1564116|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q321F0|UniRef50_Q321F0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,759,2,4.2.1.10,2.635046113306983
gi|406351884|ref|NZ_JH815271.1|:c2315945-2315520|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P63421|UniRef50_Q57LQ8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,426,2,0.0.0.0,4.694835680751174
gi|406351884|ref|NZ_JH815271.1|:c2339047-2337644|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P77445|UniRef50_P77445,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1404,1,0.0.0.0,0.7122507122507123
gi|406351884|ref|NZ_JH815271.1|:c1902619-1901225|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P71241|UniRef50_Q48460,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1395,1,0.0.0.0,0.7168458781362007
gi|406351886|ref|NZ_JH815273.1|:108786-110048|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q46889|UniRef50_P44093,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1263,1,0.0.0.0,0.7917656373713381
gi|406351884|ref|NZ_JH815271.1|:1284953-1286269|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_E9X453|UniRef50_E9X453,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1317,1,0.0.0.0,0.7593014426727411
gi|406351866|ref|NZ_JH815253.1|:c472632-471346|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P0ABZ8|UniRef50_Q1C0H3,root;k_Bacteria,1287,1,5.2.1.8,0.7770007770007771
gi|406351884|ref|NZ_JH815271.1|:1619995-1621302|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P78067|UniRef50_P78067,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1308,1,0.0.0.0,0.764525993883792
gi|406351884|ref|NZ_JH815271.1|:1023724-1025022|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_A7ZKW0|UniRef50_B5FTN1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1299,1,0.0.0.0,0.7698229407236336
gi|406351884|ref|NZ_JH815271.1|:372617-376498|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_unknown|UniRef50_G9W1N9,root;k_Bacteria,3882,1,0.0.0.0,0.2575991756826378
gi|406351884|ref|NZ_JH815271.1|:c616335-613903|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_unknown|UniRef50_P75793,root;k_Bacteria,2433,1,2.3.1.54,0.41101520756267984
gi|406351866|ref|NZ_JH815253.1|:14565-16196|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q8X5Z7|UniRef50_P0AF43,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1632,1,0.0.0.0,0.6127450980392157
gi|406351884|ref|NZ_JH815271.1|:384530-386140|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q8XBV3|UniRef50_Q8XBV3,root;k_Bacteria,1611,1,0.0.0.0,0.6207324643078833
gi|406351888|ref|NZ_JH815275.1|:27383-29335|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P45758|UniRef50_P15644,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1953,1,0.0.0.0,0.5120327700972862
gi|406351893|ref|NZ_JH815280.1|:62810-64519|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P31433|UniRef50_P31433,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1710,2,0.0.0.0,1.1695906432748537
gi|406351884|ref|NZ_JH815271.1|:c582710-580974|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P0A9U1|UniRef50_P0A9U1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1737,1,0.0.0.0,0.5757052389176741
gi|406351884|ref|NZ_JH815271.1|:c408950-408042|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q1REU5|UniRef50_Q1REU5,root;k_Bacteria,909,1,4.1.3.34,1.1001100110011002
