GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|505484991|ref|NZ_BANP01000021.1|:43192-44874|1268622|g__Acidovorax.s__Acidovorax_sp_MR_S7|UniRef90_B9MBD2|UniRef50_Q7W0K0,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga,1683,1,6.1.1.19,0.5941770647653001
gi|490148212|ref|NZ_KB822402.1|:c391890-390763|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZQI4|UniRef50_Q038N5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus sakei,1128,1,0.0.0.0,0.8865248226950355
gi|490148212|ref|NZ_KB822402.1|:c348642-347518|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZX24|UniRef50_P52331,root;k_Bacteria,1125,1,0.0.0.0,0.8888888888888888
gi|490148212|ref|NZ_KB822402.1|:48442-49401|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZXP8|UniRef50_J9W1D1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus curvatus,960,1,0.0.0.0,1.0416666666666667
gi|490151422|ref|NZ_KB822406.1|:260118-261044|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZIA9|UniRef50_Q928B5,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_;f_;g_Candidatus Babela;s_Candidatus Babela massiliensis,927,1,1.8.1.9,1.0787486515641855
gi|550697680|ref|NZ_AUTE01000100.1|:c175-38|1590|g__Lactobacillus.s__Lactobacillus_plantarum|UniRef90_U6Z507|UniRef50_U6Z507,root;k_Bacteria,138,2,0.0.0.0,14.492753623188404
gi|385839818|ref|NC_017481.1|:1491785-1492210|1624|g__Lactobacillus.s__Lactobacillus_salivarius|UniRef90_D8IME1|UniRef50_D8IME1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus ruminis,426,1,0.0.0.0,2.347417840375587
gi|258614043|ref|NZ_GG700634.1|:237274-237528|157688|g__Leptotrichia.s__Leptotrichia_hofstadii|UniRef90_C9N1Q2|UniRef50_C9N1Q2,root,255,1,0.0.0.0,3.9215686274509802
gi|422411249|ref|NZ_CM001048.1|:3113963-3114187|1642|g__Listeria.s__Listeria_innocua|UniRef90_Q4EE26|UniRef50_M1YD77,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus murinus,225,536,0.0.0.0,2382.222222222222
gi|422411249|ref|NZ_CM001048.1|:3113963-3114187|1642|g__Listeria.s__Listeria_innocua|UniRef90_Q4EE26|UniRef50_M1YD77,root;k_Bacteria,225,2,0.0.0.0,8.88888888888889
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_;s_uncultured Carnobacteriaceae bacterium,207,1,0.0.0.0,4.830917874396135
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,207,3,0.0.0.0,14.492753623188406
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria,207,1,0.0.0.0,4.830917874396135
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus sp. IMBG159,207,1,0.0.0.0,4.830917874396135
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus satsumensis,207,1,0.0.0.0,4.830917874396135
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Meiothermus;s_Meiothermus ruber,207,1,0.0.0.0,4.830917874396135
gi|197920155|ref|NZ_AARX02000019.1|:c1267-1061|1639|g__Listeria.s__Listeria_monocytogenes|UniRef90_D4PZQ0|UniRef50_C7T763,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus subtilis,207,1,0.0.0.0,4.830917874396135
gi|319779749|ref|NC_014923.1|:c1685957-1683924|39645|g__Mesorhizobium.s__Mesorhizobium_ciceri|UniRef90_unknown|UniRef50_F7Y497,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium,2034,1,0.0.0.0,0.4916420845624386
gi|563053874|gb|AYWA01000001.1|:95914-98907|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium,2994,1,0.0.0.0,0.334001336005344
gi|563109769|gb|AYWJ01000006.1|:48338-49306|1287085|g__Mesorhizobium.s__Mesorhizobium_loti|UniRef90_Q98EC4|UniRef50_A0Q6K3,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Mesorhizobium amorphae,969,1,1.1.1.37,1.0319917440660475
gi|555546126|ref|NZ_KI530573.1|:367404-367943|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q221|UniRef50_V2Q221,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Ectothiorhodospiraceae;g_Ectothiorhodospira;s_Ectothiorhodospira sp. BSL-9,540,1,0.0.0.0,1.8518518518518516
gi|555546126|ref|NZ_KI530573.1|:c445052-444513|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RN26|UniRef50_E3PRA3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminiclostridium;s_[Clostridium] cellulolyticum,540,1,0.0.0.0,1.8518518518518516
gi|555554272|ref|NZ_KI530591.1|:33660-33881|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q7U0|UniRef50_Q6MDN1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus rhamnosus,222,1,0.0.0.0,4.504504504504505
gi|555553619|ref|NZ_KI530590.1|:c30014-29562|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9B8|UniRef50_B8DJF6,root;k_Bacteria,453,1,3.5.4.12,2.2075055187637966
gi|555546126|ref|NZ_KI530573.1|:788384-789766|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QGZ1|UniRef50_Q7UIA7,root;k_Bacteria,1383,1,4.2.1.33,0.7230657989877078
gi|555552016|ref|NZ_KI530588.1|:c329147-327654|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PYG3|UniRef50_Q9M8L4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Paeniclostridium;s_Paeniclostridium sordellii,1494,1,2.7.1.30,0.6693440428380187
gi|555546126|ref|NZ_KI530573.1|:730654-732159|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QGU4|UniRef50_V2QGU4,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Anoxybacillus;s_Anoxybacillus amylolyticus,1506,1,0.0.0.0,0.6640106241699867
gi|555546126|ref|NZ_KI530573.1|:c167079-165571|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q4C7|UniRef50_C3PFR3,root;k_Bacteria;p_Deferribacteres;c_Deferribacteres;o_Deferribacterales;f_Deferribacteraceae;g_Denitrovibrio;s_Denitrovibrio acetiphilus,1509,1,3.6.3.14,0.6626905235255136
gi|555549731|ref|NZ_KI530584.1|:473785-476079|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QF42|UniRef50_V2QA59,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus carnosus,2295,2,0.0.0.0,0.8714596949891068
gi|555546126|ref|NZ_KI530573.1|:c469500-467422|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEZ1|UniRef50_Q9SI75,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Wigglesworthia;s_Wigglesworthia glossinidia,2079,1,0.0.0.0,0.481000481000481
gi|555546126|ref|NZ_KI530573.1|:c469500-467422|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEZ1|UniRef50_Q9SI75,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium kluyveri,2079,1,0.0.0.0,0.481000481000481
gi|555552016|ref|NZ_KI530588.1|:244601-247198|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QAS2|UniRef50_Q6F2Y7,root;k_Bacteria,2598,1,0.0.0.0,0.3849114703618168
gi|555552016|ref|NZ_KI530588.1|:244601-247198|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QAS2|UniRef50_Q6F2Y7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Clostridioides;s_Clostridioides difficile,2598,1,0.0.0.0,0.3849114703618168
gi|555546126|ref|NZ_KI530573.1|:450497-453091|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDR7|UniRef50_A7I1V8,root;k_Bacteria,2595,1,0.0.0.0,0.3853564547206165
gi|555546126|ref|NZ_KI530573.1|:c24684-23080|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QIA4|UniRef50_P43085,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Shewanella halifaxensis,1605,1,4.1.1.49,0.6230529595015576
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Lawsonia;s_Lawsonia intracellularis,1641,1,0.0.0.0,0.6093845216331505
gi|555549731|ref|NZ_KI530584.1|:484003-485925|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QA70|UniRef50_P73098,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium,1923,1,0.0.0.0,0.5200208008320333
gi|555549731|ref|NZ_KI530584.1|:484003-485925|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QA70|UniRef50_P73098,root;k_Bacteria;p_Cyanobacteria;c_;o_Synechococcales;f_Prochloraceae;g_Prochlorococcus;s_Prochlorococcus marinus,1923,1,0.0.0.0,0.5200208008320333
gi|555552016|ref|NZ_KI530588.1|:50671-52545|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDY6|UniRef50_A1URA3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella oakridgensis,1875,1,0.0.0.0,0.5333333333333333
gi|555546126|ref|NZ_KI530573.1|:c467400-466210|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QIK1|UniRef50_Q9TMM9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Saccharophagus;s_Saccharophagus degradans,1191,1,0.0.0.0,0.8396305625524769
gi|555546126|ref|NZ_KI530573.1|:c171965-170967|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q4D0|UniRef50_O67161,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Brachyspirales;f_Brachyspiraceae;g_Brachyspira;s_Brachyspira murdochii,999,1,1.2.1.12,1.001001001001001
gi|338529680|ref|NC_015711.1|:c6381355-6379151|33|g__Myxococcus.s__Myxococcus_fulvus|UniRef90_Q1D654|UniRef50_Q47SE7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2205,1,2.4.1.18,0.4535147392290249
gi|391227519|ref|NZ_JH660697.1|:696454-698646|278956|g__Opitutaceae_noname.s__Opitutaceae_bacterium_TAV1|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Verrucomicrobia;c_Opitutae;o_Opitutales;f_Opitutaceae,2193,1,0.0.0.0,0.45599635202918376
gi|354586036|ref|NZ_AGIP01000025.1|:1-225|228574|g__Paenibacillus.s__Paenibacillus_lactis|UniRef90_G4HPA0|UniRef50_G4HPA0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,225,228,0.0.0.0,1013.3333333333333
gi|253577764|ref|NZ_GG696044.1|:15-149|652715|g__Paenibacillus.s__Paenibacillus_sp_oral_taxon_786|UniRef90_W8YEK8|UniRef50_D2MV73,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales,135,2,0.0.0.0,14.814814814814813
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,433,2,0.0.0.0,4.618937644341801
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria,433,1,0.0.0.0,2.3094688221709005
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,433,1,0.0.0.0,2.3094688221709005
gi|423339002|ref|NZ_JH976489.1|:656610-657140|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_A6LE83|UniRef50_R5G927,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,531,1,0.0.0.0,1.8832391713747645
gi|522837953|ref|NZ_KE159519.1|:c808188-807235|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z513|UniRef50_B3JM93,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,954,1,0.0.0.0,1.0482180293501049
gi|522837955|ref|NZ_KE159521.1|:198085-199743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1659,1,0.0.0.0,0.6027727546714888
gi|522837955|ref|NZ_KE159521.1|:198085-199743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1659,1,0.0.0.0,0.6027727546714888
gi|522837947|ref|NZ_KE159513.1|:2098147-2099802|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,3,0.0.0.0,1.8115942028985508
gi|410101285|ref|NZ_JH976471.1|:c1588625-1588389|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G8UHS2|UniRef50_B6YR21,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,237,1,0.0.0.0,4.219409282700422
gi|410101285|ref|NZ_JH976471.1|:c51909-51565|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEH5|UniRef50_Q0BUN4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,345,2,0.0.0.0,5.797101449275363
gi|410101286|ref|NZ_JH976472.1|:c1162247-1161804|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE85|UniRef50_B6YQ01,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,444,1,0.0.0.0,2.2522522522522523
gi|522837953|ref|NZ_KE159519.1|:c721813-720602|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_I9EMK9|UniRef50_D6D398,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1212,1,0.0.0.0,0.8250825082508251
gi|522837947|ref|NZ_KE159513.1|:752683-752880|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YB98|UniRef50_Q5X1H5,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Nonlabens,198,1,0.0.0.0,5.05050505050505
gi|522837947|ref|NZ_KE159513.1|:c2308405-2308211|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LCU2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,195,1,0.0.0.0,5.128205128205128
gi|522837947|ref|NZ_KE159513.1|:c1355511-1353754|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA83|UniRef50_I4BA63,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,1758,1,3.6.3.14,0.5688282138794084
gi|522837947|ref|NZ_KE159513.1|:c1355511-1353754|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA83|UniRef50_I4BA63,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1758,1,3.6.3.14,0.5688282138794084
gi|522837947|ref|NZ_KE159513.1|:c1355511-1353754|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA83|UniRef50_I4BA63,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1758,1,3.6.3.14,0.5688282138794084
gi|410101287|ref|NZ_JH976473.1|:420606-421040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQ56|UniRef50_F4KNP0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,435,2,0.0.0.0,4.597701149425287
gi|522837960|ref|NZ_KE159526.1|:56795-57013|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L8D1|UniRef50_Q6MDN1,root;k_Bacteria;p_Bacteroidetes,219,2,0.0.0.0,9.132420091324201
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria,283,19,0.0.0.0,67.13780918727916
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga pinensis,283,2,0.0.0.0,7.06713780918728
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 125003-E23,283,1,0.0.0.0,3.53356890459364
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root,283,2,0.0.0.0,7.06713780918728
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium FC3,283,2,0.0.0.0,7.06713780918728
gi|522837947|ref|NZ_KE159513.1|:c283-1|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_S0GJR7|UniRef50_S0GJR7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Filifactor;s_Filifactor alocis,283,2,0.0.0.0,7.06713780918728
gi|410101293|ref|NZ_JH976479.1|:c20743-20261|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRS8|UniRef50_A6L881,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas citronellolis,483,15,1.16.3.2,31.055900621118013
gi|410101287|ref|NZ_JH976473.1|:c766216-765761|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DMB9|UniRef50_W8F2E4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,456,1,0.0.0.0,2.1929824561403506
gi|410101289|ref|NZ_JH976475.1|:358391-358708|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DG80|UniRef50_A6L8S9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,318,1,0.0.0.0,3.144654088050314
gi|410101287|ref|NZ_JH976473.1|:419477-419950|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGJ0|UniRef50_R5DNM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,474,2,0.0.0.0,4.219409282700422
gi|522837960|ref|NZ_KE159526.1|:46989-47282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI9|UniRef50_R7JL92,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,294,1,0.0.0.0,3.4013605442176873
gi|522837947|ref|NZ_KE159513.1|:1811575-1811820|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLQ3|UniRef50_I4AKB7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter guillouiae,246,1,0.0.0.0,4.065040650406504
gi|522837947|ref|NZ_KE159513.1|:1811575-1811820|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLQ3|UniRef50_I4AKB7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,246,1,0.0.0.0,4.065040650406504
gi|410101285|ref|NZ_JH976471.1|:c58674-58045|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEJ0|UniRef50_B3EUM2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Flammeovirgaceae;g_;s_Flammeovirgaceae bacterium 311,630,1,0.0.0.0,1.5873015873015872
gi|410101285|ref|NZ_JH976471.1|:c58674-58045|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEJ0|UniRef50_B3EUM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,630,1,0.0.0.0,1.5873015873015872
gi|522837960|ref|NZ_KE159526.1|:c15037-14792|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AAY4|UniRef50_K6AAY4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,246,1,0.0.0.0,4.065040650406504
gi|522837957|ref|NZ_KE159523.1|:97727-98425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,699,2,0.0.0.0,2.861230329041488
gi|522837957|ref|NZ_KE159523.1|:97727-98425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga canimorsus,699,1,0.0.0.0,1.430615164520744
gi|522837957|ref|NZ_KE159523.1|:97727-98425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium sp. PM2-P1-29,699,1,0.0.0.0,1.430615164520744
gi|410101286|ref|NZ_JH976472.1|:870362-870634|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WS16|UniRef50_R5W7I7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,273,1,0.0.0.0,3.663003663003663
